method,entity_type,site,probe,layer,test_r2,test_spearman,train_r2,is_best
qwen3_8b,art,mean,ridge,22,0.6766622210632782,0.7722684975437578,0.7647912197365372,False
qwen3_8b,art,mean,ridge,23,0.6708572534402342,0.7674267396550205,0.7688504435186532,False
qwen3_8b,art,mean,ridge,24,0.6736793654814007,0.7713036355496753,0.7584434769863078,False
qwen3_8b,art,mean,ridge,25,0.6611740859362611,0.7654671032583005,0.765803073807049,False
qwen3_8b,art,mean,ridge,26,0.6652112282543623,0.768283468561351,0.7566028701437524,False
qwen3_8b,art,mean,ridge,27,0.6548436467183784,0.7615527111149888,0.7631728838098197,False
qwen3_8b,art,mean,ridge,28,0.6594936145896304,0.7655556062260098,0.7456365555890931,False
qwen3_8b,art,mean,ridge,29,0.6559389969899871,0.7620794880738455,0.7507884123788922,False
qwen3_8b,art,mean,ridge,30,0.6510524323397703,0.7593423358759304,0.7549672635732079,False
qwen3_8b,art,mean,ridge,31,0.6487756893191872,0.7579855785645427,0.7584480786911194,False
qwen3_8b,art,mean,ridge,32,0.6588242850555273,0.7656607943342308,0.7400009750330526,False
qwen3_8b,art,mean,ridge,33,0.6560844770034986,0.7640205764980896,0.7434557711729717,False
qwen3_8b,art,mean,ridge,34,0.6494071057862416,0.7588504645420685,0.7475093109437867,False
qwen3_8b,art,mean,ridge,35,0.6477181773048581,0.7581721531613231,0.7492412875975036,False
qwen3_8b,art,mean,ridge,36,0.6373218168690221,0.7569615323255422,0.7163479853399186,False
qwen3_8b,nyc_place,last,ridge,1,0.07410909085410605,0.2382614551093586,0.16019158407376471,False
qwen3_8b,nyc_place,last,ridge,2,0.08236953440386025,0.28637258288571166,0.2912563302927558,False
qwen3_8b,nyc_place,last,ridge,3,0.11285316536320655,0.30959158581752955,0.2583217246283988,False
qwen3_8b,nyc_place,last,ridge,4,0.10924062894360048,0.31713012538124746,0.3017609919732778,False
qwen3_8b,nyc_place,last,ridge,5,0.11469221771195431,0.3166960098289222,0.27218003571891697,False
qwen3_8b,nyc_place,last,ridge,6,0.09361739823696419,0.2975210161587589,0.30576969813587335,False
qwen3_8b,nyc_place,last,ridge,7,0.0969409871678884,0.2849640544833964,0.27360875304952664,False
qwen3_8b,nyc_place,last,ridge,8,0.07441531659909789,0.2617453914217529,0.2966540669691133,False
qwen3_8b,nyc_place,last,ridge,9,0.09138528020666808,0.2733139335621458,0.23260131356045288,False
qwen3_8b,nyc_place,last,ridge,10,0.07231567246647436,0.2825529884031487,0.31921990992711147,False
qwen3_8b,nyc_place,last,ridge,11,0.08102208145792028,0.2908848913029519,0.32229560737415414,False
qwen3_8b,nyc_place,last,ridge,12,0.07524059607192651,0.2856523536180955,0.32364502991411376,False
qwen3_8b,nyc_place,last,ridge,13,0.06855623540469569,0.2858277613531874,0.31361900390300607,False
qwen3_8b,nyc_place,last,ridge,14,0.057396444604536245,0.28007370300038814,0.31378071038556726,False
qwen3_8b,nyc_place,last,ridge,15,0.06405521773424666,0.2819279829015913,0.3270310287292646,False
qwen3_8b,nyc_place,last,ridge,16,0.04902766995460417,0.26740534364752255,0.3287949398724637,False
qwen3_8b,nyc_place,last,ridge,17,0.047517009221990036,0.2661178641070283,0.32957425846731236,False
qwen3_8b,nyc_place,last,ridge,18,0.04475502465781217,0.2604270648908795,0.32792802562652307,False
qwen3_8b,nyc_place,last,ridge,19,0.04415160802751561,0.2608864621438417,0.3285675158867384,False
qwen3_8b,nyc_place,last,ridge,20,0.0663170139137697,0.26674704169339636,0.2612618901973463,False
qwen3_8b,nyc_place,last,ridge,21,0.060304733574100766,0.2591676494040549,0.2638992837159037,False
qwen3_8b,nyc_place,last,ridge,22,0.05995216314094076,0.26234556846073465,0.27277232575362853,False
qwen3_8b,nyc_place,last,ridge,23,0.04641744899272948,0.25668146451870005,0.28648890856375414,False
qwen3_8b,nyc_place,last,ridge,24,0.049246158328330125,0.2718921571683993,0.3177339790123601,False
qwen3_8b,nyc_place,last,ridge,25,0.06635336489654481,0.29134034206782655,0.34833864013255694,False
qwen3_8b,nyc_place,last,ridge,26,0.08151225618768221,0.28520229691664656,0.29490931593109354,False
qwen3_8b,nyc_place,last,ridge,27,0.08326652195888756,0.29371882177523895,0.31912308979525145,False
qwen3_8b,nyc_place,last,ridge,28,0.07548627920229378,0.28676841245633045,0.3336922385726536,False
qwen3_8b,nyc_place,last,ridge,29,0.08943449782620155,0.27887377618503184,0.2773578800646824,False
qwen3_8b,nyc_place,last,ridge,30,0.09777512119546722,0.2947708358806499,0.30981106103802925,False
qwen3_8b,nyc_place,last,ridge,31,0.08444617517916203,0.2844202642642737,0.32658722246097033,False
qwen3_8b,nyc_place,last,ridge,32,0.09588744280521294,0.30856029899718534,0.3537545153906261,False
qwen3_8b,nyc_place,last,ridge,33,0.09698844740236473,0.3160555766660983,0.37248714202492833,False
qwen3_8b,nyc_place,last,ridge,34,0.08782403442779219,0.31869808671462474,0.3902960644185167,False
qwen3_8b,nyc_place,last,ridge,35,0.07232478925144309,0.3142254107396285,0.4095730796128771,False
qwen3_8b,nyc_place,last,ridge,36,0.11676192829151288,0.3267221598336595,0.310738682372013,True
qwen3_8b,nyc_place,mean,ridge,1,0.1918612710101782,0.4433617965937559,0.5056844381035143,False
qwen3_8b,nyc_place,mean,ridge,2,0.20813339769696654,0.4480283352027355,0.4891267994960346,False
qwen3_8b,nyc_place,mean,ridge,3,0.20085280966550323,0.450416990158368,0.522380703631854,False
qwen3_8b,nyc_place,mean,ridge,4,0.20399210147490415,0.4440446757781432,0.4902247457542651,False
qwen3_8b,nyc_place,mean,ridge,5,0.2076263150760398,0.45720661147926833,0.5493742692646768,False
qwen3_8b,nyc_place,mean,ridge,6,0.2375340581228484,0.4696092072586136,0.514239028036964,False
qwen3_8b,nyc_place,mean,ridge,7,0.2400472119894721,0.4791903637028573,0.553170348087031,False
qwen3_8b,nyc_place,mean,ridge,8,0.2534763745758485,0.4756771626965455,0.49968617314638775,False
qwen3_8b,nyc_place,mean,ridge,9,0.25736012693533816,0.48556913236195876,0.507653822441154,True
qwen3_8b,nyc_place,mean,ridge,10,0.25186756889922485,0.48203613736769224,0.5002359689080526,False
qwen3_8b,nyc_place,mean,ridge,11,0.25262085302445114,0.48111281519174975,0.4927156096042588,False
qwen3_8b,nyc_place,mean,ridge,12,0.23780912167531632,0.46650365893589185,0.48452940061108823,False
qwen3_8b,nyc_place,mean,ridge,13,0.21084007576650876,0.43981670286840263,0.47482724353338124,False
qwen3_8b,nyc_place,mean,ridge,14,0.19385757996971342,0.4221878660816093,0.4678774708259501,False
qwen3_8b,nyc_place,mean,ridge,15,0.16885336250156358,0.41923857616892984,0.5304557562917616,False
qwen3_8b,nyc_place,mean,ridge,16,0.1858895056219681,0.4161266258858969,0.45910721785342096,False
qwen3_8b,nyc_place,mean,ridge,17,0.17920464692224475,0.40550689221078406,0.45489048937219956,False
qwen3_8b,nyc_place,mean,ridge,18,0.17749501308057897,0.4031994254106183,0.4543937624780028,False
qwen3_8b,nyc_place,mean,ridge,19,0.17515587112165504,0.40081369396749633,0.45140182369796733,False
qwen3_8b,nyc_place,mean,ridge,20,0.1799265868098177,0.40834625448315653,0.4546832821916115,False
qwen3_8b,nyc_place,mean,ridge,21,0.17596789829834636,0.4047047084497939,0.4587709227568372,False
qwen3_8b,nyc_place,mean,ridge,22,0.1827858598277763,0.4161156665780487,0.47196413538574405,False
qwen3_8b,nyc_place,mean,ridge,23,0.20520413463100695,0.4423889039590364,0.4924987016657026,False
qwen3_8b,nyc_place,mean,ridge,24,0.18719866465837914,0.4317309427515471,0.5242817325542932,False
qwen3_8b,nyc_place,mean,ridge,25,0.20547955842984988,0.4457612451893769,0.4985642688341739,False
qwen3_8b,nyc_place,mean,ridge,26,0.19807725378574437,0.4434571849461131,0.5284818422052817,False
qwen3_8b,nyc_place,mean,ridge,27,0.22283302737068594,0.4539305477464265,0.48401882104010274,False
qwen3_8b,nyc_place,mean,ridge,28,0.21487866228432412,0.4464133332631454,0.5052830446564716,False
qwen3_8b,nyc_place,mean,ridge,29,0.21473085754324972,0.4502940599936751,0.5225780205756194,False
qwen3_8b,nyc_place,mean,ridge,30,0.23372334082020585,0.4598067963278148,0.4702022504825705,False
qwen3_8b,nyc_place,mean,ridge,31,0.22999720095986853,0.45861628207172656,0.4892513106360381,False
qwen3_8b,nyc_place,mean,ridge,32,0.2276855426183042,0.4545969929128004,0.506027968002013,False
qwen3_8b,nyc_place,mean,ridge,33,0.22645470669667261,0.4620775635771618,0.5186961863760567,False
qwen3_8b,nyc_place,mean,ridge,34,0.21669610072996004,0.4587096874065203,0.5282270411206165,False
qwen3_8b,nyc_place,mean,ridge,35,0.23312145519449512,0.45883257736603483,0.4703865321315494,False
qwen3_8b,nyc_place,mean,ridge,36,0.23429815710686513,0.4609772558177525,0.47110599692681693,False
qwen3_8b,us_place,mean,ridge,1,0.41066410330570313,0.6112574489869678,0.5168560944108983,False
qwen3_8b,us_place,mean,ridge,2,0.43845478638662927,0.6319049209045076,0.5260018987526028,False
qwen3_8b,us_place,mean,ridge,3,0.44048786773750487,0.6350223697585695,0.5457466894531803,False
qwen3_8b,us_place,mean,ridge,4,0.4354892750198501,0.6294492747449261,0.5186756253135433,False
qwen3_8b,us_place,mean,ridge,5,0.437552728703253,0.6332256067081776,0.5572667345306166,False
qwen3_8b,us_place,mean,ridge,6,0.45770348257077986,0.6492326613227316,0.543237267235539,False
qwen3_8b,us_place,mean,ridge,7,0.4987247265336918,0.6842085282793724,0.6030522688356901,False
qwen3_8b,us_place,mean,ridge,8,0.5654225627546744,0.7343542916369661,0.6738907160580951,False
qwen3_8b,us_place,mean,ridge,9,0.6071444332688409,0.7668482517977147,0.6656917252851426,False
qwen3_8b,us_place,mean,ridge,10,0.6367865416669107,0.7877570016336767,0.6884607096596285,False
qwen3_8b,us_place,mean,ridge,11,0.649460270750635,0.7956763015227917,0.6950633597728872,False
qwen3_8b,us_place,mean,ridge,12,0.6573525340538589,0.7971886490215266,0.733211765662762,False
qwen3_8b,us_place,mean,ridge,13,0.6568279395459565,0.796521984614154,0.7299528889121164,False
qwen3_8b,us_place,mean,ridge,14,0.6522114410520972,0.7920206732338182,0.7268114695258043,False
qwen3_8b,us_place,mean,ridge,15,0.6536252664087563,0.7932198970157598,0.7224838833188612,False
qwen3_8b,us_place,mean,ridge,16,0.6533657012051565,0.7925305389577166,0.7212132209634798,False
qwen3_8b,us_place,mean,ridge,17,0.653624071156565,0.792126580801186,0.7186824327039666,False
qwen3_8b,us_place,mean,ridge,18,0.6511877565950294,0.7909811816924607,0.7178163782257756,False
qwen3_8b,us_place,mean,ridge,19,0.652177360539798,0.7911368352576076,0.7159853009576815,False
qwen3_8b,us_place,mean,ridge,20,0.6563223107553339,0.7947316950514327,0.7187079619098802,False
qwen3_8b,us_place,mean,ridge,21,0.6599910261000094,0.7969097114397761,0.7251158579097489,False
qwen3_8b,us_place,mean,ridge,22,0.6634360345730091,0.7996849177130456,0.7326861387014191,False
qwen3_8b,us_place,mean,ridge,23,0.6652736523803054,0.8024233546078059,0.7146649672979484,False
qwen3_8b,us_place,mean,ridge,24,0.6742370586774665,0.8071439496042488,0.732692571624459,True
qwen3_8b,us_place,mean,ridge,25,0.6653531530048624,0.8028166695073355,0.7133205093223358,False
qwen3_8b,us_place,mean,ridge,26,0.6626015920892028,0.8007078255485618,0.7227507197948017,False
qwen3_8b,us_place,mean,ridge,27,0.657018781894626,0.7964511118254243,0.7287913422906681,False
qwen3_8b,us_place,mean,ridge,28,0.6538048560149172,0.7980959431871038,0.7024073520552636,False
qwen3_8b,us_place,mean,ridge,29,0.6526156969712057,0.7953473461175982,0.7114102249435543,False
qwen3_8b,us_place,mean,ridge,30,0.6576218507361358,0.7971154025036737,0.7228494178638822,False
qwen3_8b,us_place,mean,ridge,31,0.6567852894984745,0.7957529962536005,0.7328763985498737,False
qwen3_8b,us_place,mean,ridge,32,0.6548991194078879,0.798673436673927,0.7030090890444312,False
qwen3_8b,us_place,mean,ridge,33,0.6568819952592859,0.7984458723766239,0.7102436848780108,False
qwen3_8b,us_place,mean,ridge,34,0.6563013321145907,0.7967500708468838,0.7156356005815689,False
qwen3_8b,us_place,mean,ridge,35,0.6523928141192838,0.7934692943196358,0.7208429796448595,False
qwen3_8b,us_place,mean,ridge,36,0.609382247015887,0.7690361630324865,0.6953920887018346,False
qwen3_8b,historical_figure,mean,ridge,1,0.5877978911816261,0.7640323340259106,0.6538382753425279,False
qwen3_8b,historical_figure,mean,ridge,2,0.6212816852032814,0.78423796317645,0.6908183430866213,False
qwen3_8b,historical_figure,mean,ridge,3,0.638241853401354,0.7938534354159562,0.6876625239073801,False
qwen3_8b,historical_figure,mean,ridge,4,0.6532118560987056,0.8001626565356639,0.7122039838679431,False
qwen3_8b,historical_figure,mean,ridge,5,0.6551019408486519,0.8015054961166317,0.7137135147582265,False
qwen3_8b,historical_figure,mean,ridge,6,0.6535903053757302,0.8014400661077078,0.7032520361384278,False
qwen3_8b,historical_figure,mean,ridge,7,0.6614734052116269,0.8039895708839255,0.7207845771358217,False
qwen3_8b,historical_figure,mean,ridge,8,0.6682550352988326,0.8042312296866941,0.732542881811505,False
qwen3_8b,historical_figure,mean,ridge,9,0.701167369085977,0.8194049805954066,0.7598815249334883,False
qwen3_8b,historical_figure,mean,ridge,10,0.7311574500996174,0.8401571551594617,0.780371286567425,False
qwen3_8b,historical_figure,mean,ridge,11,0.7434535091965553,0.8507989856622462,0.7909146833798818,False
qwen3_8b,historical_figure,mean,ridge,12,0.7507462563630158,0.8569398751533132,0.7932261834677247,False
qwen3_8b,historical_figure,mean,ridge,13,0.7562150129215242,0.8615617607513439,0.7969995268557742,False
qwen3_8b,historical_figure,mean,ridge,14,0.7586028548649615,0.8630366491229174,0.7974564370456123,False
qwen3_8b,historical_figure,mean,ridge,15,0.7602200259570433,0.8638004098169969,0.7975156263258434,False
qwen3_8b,historical_figure,mean,ridge,16,0.7599260333631503,0.8635818820718423,0.7983944859607977,False
qwen3_8b,historical_figure,mean,ridge,17,0.7598376395358049,0.8640453881415304,0.7972416757968408,False
qwen3_8b,historical_figure,mean,ridge,18,0.7593696351712826,0.8634792613300069,0.7967041716099617,False
qwen3_8b,historical_figure,mean,ridge,19,0.7592961346158003,0.8635402732342273,0.7964545977413112,False
qwen3_8b,historical_figure,mean,ridge,20,0.7628142086021852,0.8657679706907322,0.7994892646566101,False
qwen3_8b,historical_figure,mean,ridge,21,0.7628450164797207,0.8660289706162806,0.8000078073998268,False
qwen3_8b,historical_figure,mean,ridge,22,0.7646480266044319,0.866977936522244,0.8030627546437803,False
qwen3_8b,historical_figure,mean,ridge,23,0.7651429361797439,0.8674787551107591,0.8060898089531328,True
qwen3_8b,historical_figure,mean,ridge,24,0.760804454379809,0.8670353231194393,0.7966893881741879,False
qwen3_8b,historical_figure,mean,ridge,25,0.755229427436254,0.8632733433149625,0.7995345309827898,False
qwen3_8b,historical_figure,mean,ridge,26,0.7512278149395393,0.8626570221522614,0.7885569070623647,False
qwen3_8b,historical_figure,mean,ridge,27,0.74869515730889,0.8611990258834376,0.7910808360638129,False
qwen3_8b,historical_figure,mean,ridge,28,0.7478746465687874,0.8613053886209444,0.7786513203463286,False
qwen3_8b,historical_figure,mean,ridge,29,0.7483788205933115,0.8580502480782218,0.7835387539758619,False
qwen3_8b,historical_figure,mean,ridge,30,0.7449515333996906,0.8554186830970928,0.7867838425465735,False
qwen3_8b,historical_figure,mean,ridge,31,0.7452183379352961,0.8561627533225923,0.7892322865623717,False
qwen3_8b,historical_figure,mean,ridge,32,0.7433055442114428,0.8569954541206122,0.7752136428609968,False
qwen3_8b,historical_figure,mean,ridge,33,0.74166961031557,0.8562887146828576,0.7775397210169535,False
qwen3_8b,historical_figure,mean,ridge,34,0.7370728312504844,0.8509979865135943,0.7793866452970075,False
qwen3_8b,historical_figure,mean,ridge,35,0.7299642291617077,0.8472325602027319,0.7783699851828412,False
qwen3_8b,historical_figure,mean,ridge,36,0.7076244620203762,0.833897696136362,0.7472594644433278,False
qwen3_8b,headline,mean,ridge,1,0.42658532891021184,0.6703634401795576,0.5383202971231079,False
qwen3_8b,headline,mean,ridge,2,0.4458247144064219,0.6863646838663133,0.542058145675939,False
qwen3_8b,headline,mean,ridge,3,0.4538591004507868,0.6928366917420002,0.5240050600792006,False
qwen3_8b,headline,mean,ridge,4,0.46818427707614263,0.6995540154910741,0.553417040280191,False
qwen3_8b,headline,mean,ridge,5,0.4727767352797496,0.7029932980553255,0.5380710629630616,False
qwen3_8b,headline,mean,ridge,6,0.48372873805908356,0.7090077375436699,0.5599871167120783,False
qwen3_8b,headline,mean,ridge,7,0.4821581291279118,0.7078817183230832,0.5783968305908891,False
qwen3_8b,headline,mean,ridge,8,0.4861830659828862,0.7107966923516006,0.5903651003075078,False
qwen3_8b,headline,mean,ridge,9,0.5007040054749152,0.7217064570165168,0.5780633899097585,False
qwen3_8b,headline,mean,ridge,10,0.5117450741137113,0.7285545359668658,0.5919590023680816,False
qwen3_8b,headline,mean,ridge,11,0.5158170161221577,0.7302038712453316,0.5985409313293628,False
qwen3_8b,headline,mean,ridge,12,0.5221373865013668,0.7337293710882741,0.604313441082379,False
qwen3_8b,headline,mean,ridge,13,0.5254095646699022,0.7360154994535876,0.6069789659765059,False
qwen3_8b,headline,mean,ridge,14,0.5269113546808919,0.7370402206174507,0.6103845499862152,False
qwen3_8b,headline,mean,ridge,15,0.5298012760591668,0.7379176605217213,0.611796629912358,False
qwen3_8b,headline,mean,ridge,16,0.5369624854653872,0.7420583423599609,0.6177179865336726,False
qwen3_8b,headline,mean,ridge,17,0.5367788243574783,0.7420179833447347,0.6173067964673065,False
qwen3_8b,headline,mean,ridge,18,0.5352843176618277,0.7415210853701757,0.6189627345085603,False
qwen3_8b,headline,mean,ridge,19,0.5355255189329549,0.7415776416198651,0.6205810217710019,False
qwen3_8b,headline,mean,ridge,20,0.5369723942973503,0.7433538039118007,0.596623487432246,False
qwen3_8b,headline,mean,ridge,21,0.5382513064791654,0.7435211003989587,0.6004708654036788,False
qwen3_8b,headline,mean,ridge,22,0.5424313833105944,0.7473258973304988,0.6096134798094027,True
qwen3_8b,headline,mean,ridge,23,0.5401386324689834,0.745185666533516,0.6115952433028768,False
qwen3_8b,headline,mean,ridge,24,0.535189769060193,0.7411329579468654,0.5944067333374088,False
qwen3_8b,headline,mean,ridge,25,0.534900431188686,0.7412946929664406,0.6051287522497968,False
qwen3_8b,headline,mean,ridge,26,0.530221471805925,0.7376715524185886,0.612100599542892,False
qwen3_8b,headline,mean,ridge,27,0.5288440084537309,0.7368823101705961,0.5906036895822862,False
qwen3_8b,headline,mean,ridge,28,0.5279848795231799,0.735919028195497,0.5977362287242122,False
qwen3_8b,headline,mean,ridge,29,0.5273292603686143,0.7353846539307501,0.6041533423277369,False
qwen3_8b,headline,mean,ridge,30,0.5220165271224805,0.7307427807135135,0.6115263190466891,False
qwen3_8b,headline,mean,ridge,31,0.5176547375653016,0.728526709360327,0.5852394850619778,False
qwen3_8b,headline,mean,ridge,32,0.5170635445300765,0.7278018217786913,0.5927791434128614,False
qwen3_8b,headline,mean,ridge,33,0.5188614667504432,0.7286584562627767,0.5991954408045008,False
qwen3_8b,headline,mean,ridge,34,0.5185453491028206,0.7291008144707444,0.6037653329397947,False
qwen3_8b,headline,mean,ridge,35,0.5178933131956349,0.7289796969818,0.6089011961492139,False
qwen3_8b,headline,mean,ridge,36,0.5109127718464281,0.7243104919869058,0.5948706351668347,False
qwen3_8b,world_place,last,ridge,1,0.3385042006461843,0.5867525057089432,0.44977123810114916,False
qwen3_8b,world_place,last,ridge,2,0.4369663769630445,0.6528417864953903,0.5529008890911318,False
qwen3_8b,world_place,last,ridge,3,0.4913076727548208,0.689199207578918,0.5785413449839882,False
qwen3_8b,world_place,last,ridge,4,0.5186696066819084,0.7027134515598294,0.6149114391316222,False
qwen3_8b,world_place,last,ridge,5,0.548830817778734,0.7300863414670582,0.6283925655382763,False
qwen3_8b,world_place,last,ridge,6,0.5345349703067882,0.7192851929150381,0.6128845518917079,False
qwen3_8b,world_place,last,ridge,7,0.5114539706878025,0.7021734827384739,0.6099075420425706,False
qwen3_8b,world_place,last,ridge,8,0.5072168768927531,0.7027464623579089,0.5898044135297144,False
qwen3_8b,world_place,last,ridge,9,0.550078114721771,0.7302767486880299,0.6316978293482268,False
qwen3_8b,world_place,last,ridge,10,0.6204850847478331,0.7815640177656376,0.6860528752117584,False
qwen3_8b,world_place,last,ridge,11,0.7032515121622188,0.8369418693873105,0.7543380832104268,False
qwen3_8b,world_place,last,ridge,12,0.7337120554630743,0.8427442980802857,0.7926737396984499,False
qwen3_8b,world_place,last,ridge,13,0.7364738408068188,0.845727828861202,0.794455539372339,False
qwen3_8b,world_place,last,ridge,14,0.7314232250006814,0.8419958337795992,0.792752460859248,False
qwen3_8b,world_place,last,ridge,15,0.7320698024906274,0.8415791291471508,0.7911197514886871,False
qwen3_8b,world_place,last,ridge,16,0.7284476034400771,0.8382213078431158,0.7869906706012362,False
qwen3_8b,world_place,last,ridge,17,0.7252808882445515,0.8360097092052872,0.7835756521011248,False
qwen3_8b,world_place,last,ridge,18,0.7192683752771033,0.8318568988831913,0.7814252464118516,False
qwen3_8b,world_place,last,ridge,19,0.7158501632276716,0.8301565614422459,0.7785108765482776,False
qwen3_8b,world_place,last,ridge,20,0.717838128209243,0.8300492279087561,0.7812982969157558,False
qwen3_8b,world_place,last,ridge,21,0.7161423393173455,0.8290571259551387,0.7790836353333213,False
qwen3_8b,world_place,last,ridge,22,0.7138904638600178,0.8276708390495577,0.7808737717036427,False
qwen3_8b,world_place,last,ridge,23,0.7221334313179425,0.8320017557011898,0.7902923888503366,False
qwen3_8b,world_place,last,ridge,24,0.7423520439144482,0.848234728010747,0.7950202804365627,False
qwen3_8b,world_place,last,ridge,25,0.770560953015803,0.8638549981884673,0.8248479316879613,False
qwen3_8b,world_place,last,ridge,26,0.7749634348974351,0.870798894092698,0.8193376293205825,False
qwen3_8b,world_place,last,ridge,27,0.7751003067307567,0.8700114628737434,0.8240738950746846,False
qwen3_8b,world_place,last,ridge,28,0.7743319116151298,0.8688935684054271,0.8279024565505549,False
qwen3_8b,world_place,last,ridge,29,0.7749194160287132,0.8727379747609127,0.818694454161901,False
qwen3_8b,world_place,last,ridge,30,0.7825138240960007,0.877258020923328,0.8288902245601166,False
qwen3_8b,world_place,last,ridge,31,0.7882013133824899,0.8799718795250073,0.8350382741942487,False
qwen3_8b,world_place,last,ridge,32,0.7966205850917398,0.8831403231036458,0.8440221593065544,True
qwen3_8b,world_place,last,ridge,33,0.7955723717914689,0.8804612409010519,0.8451771542473179,False
qwen3_8b,world_place,last,ridge,34,0.7910796719267411,0.8773832259109511,0.8437983792777907,False
qwen3_8b,world_place,last,ridge,35,0.7856349676279883,0.8724135423137307,0.8433031539727677,False
qwen3_8b,world_place,last,ridge,36,0.7826956119930072,0.8771798298886799,0.8309042336347702,False
qwen3_8b,world_place,mean,ridge,1,0.5603260281310463,0.7271141059830182,0.644298333931102,False
qwen3_8b,world_place,mean,ridge,2,0.5977840100427314,0.7513683867272932,0.6679864772999999,False
qwen3_8b,world_place,mean,ridge,3,0.612916286342231,0.760875070846253,0.6900210185132479,False
qwen3_8b,world_place,mean,ridge,4,0.6241352440521999,0.768831408036651,0.6847116391747248,False
qwen3_8b,world_place,mean,ridge,5,0.6347542861130675,0.7745429340013237,0.7093975302213689,False
qwen3_8b,world_place,mean,ridge,6,0.6329298116658204,0.770574355033385,0.7005871161061559,False
qwen3_8b,world_place,mean,ridge,7,0.626625642931945,0.7662581324554995,0.7068245346032387,False
qwen3_8b,world_place,mean,ridge,8,0.6398485490934496,0.7781657386978573,0.6990533154831893,False
qwen3_8b,world_place,mean,ridge,9,0.6830406235550153,0.806149426152965,0.7384137098014089,False
qwen3_8b,world_place,mean,ridge,10,0.7207736141203485,0.8360266930317879,0.7673211603865795,False
qwen3_8b,world_place,mean,ridge,11,0.758041782992689,0.8608844817630259,0.7944654270853929,False
qwen3_8b,world_place,mean,ridge,12,0.7722299656817437,0.8637220038098687,0.8212930125991731,False
qwen3_8b,world_place,mean,ridge,13,0.7778088420080329,0.8685507374351564,0.826813606808477,False
qwen3_8b,world_place,mean,ridge,14,0.7767400906296156,0.8667970243029659,0.8254123299464751,False
qwen3_8b,world_place,mean,ridge,15,0.774061505114352,0.8650490509577382,0.8228748807863647,False
qwen3_8b,world_place,mean,ridge,16,0.7731004052724105,0.8629685706328469,0.8211525521128212,False
qwen3_8b,world_place,mean,ridge,17,0.7729364817753226,0.8622269281037231,0.8196843334470729,False
qwen3_8b,world_place,mean,ridge,18,0.7713248575696199,0.8611050183504791,0.8185188076704453,False
qwen3_8b,world_place,mean,ridge,19,0.7705960578569896,0.8606812795591179,0.8170562605590064,False
qwen3_8b,world_place,mean,ridge,20,0.7696196736373417,0.8597223728302041,0.8177130916523473,False
qwen3_8b,world_place,mean,ridge,21,0.7701391229682982,0.8598781790483021,0.8185673314237197,False
qwen3_8b,world_place,mean,ridge,22,0.7697356373919174,0.8590532783496049,0.8200071349756959,False
qwen3_8b,world_place,mean,ridge,23,0.7741164266516163,0.8634225331194435,0.827275556425328,False
qwen3_8b,world_place,mean,ridge,24,0.7832662317902139,0.8725864713822521,0.8258758984531374,False
qwen3_8b,world_place,mean,ridge,25,0.7797802316052989,0.8689055747724099,0.8296653350850816,False
qwen3_8b,world_place,mean,ridge,26,0.7788777849202753,0.8704878708263842,0.8223165804710952,False
qwen3_8b,world_place,mean,ridge,27,0.7767286741877433,0.8676680278410405,0.8258252543745777,False
qwen3_8b,world_place,mean,ridge,28,0.7753698673695083,0.8695258138707564,0.8160194576926626,False
qwen3_8b,world_place,mean,ridge,29,0.7740578150343211,0.8682659571128519,0.8194218824282998,False
qwen3_8b,world_place,mean,ridge,30,0.7797345681031194,0.8733770636222818,0.8280448677404555,False
qwen3_8b,world_place,mean,ridge,31,0.7844270454180082,0.8786042569893129,0.8226683928919225,False
qwen3_8b,world_place,mean,ridge,32,0.7867489566883449,0.8784035491994995,0.8265786929674531,True
qwen3_8b,world_place,mean,ridge,33,0.7860894725942693,0.8765455309628596,0.82877754490046,False
qwen3_8b,world_place,mean,ridge,34,0.7834861949086658,0.8738242316329248,0.828822270256345,False
qwen3_8b,world_place,mean,ridge,35,0.7779803952078764,0.8688428987020673,0.8288133412111429,False
qwen3_8b,world_place,mean,ridge,36,0.7593363283477209,0.86297972326759,0.800204781768434,False
llama2_70b_random,headline,last,ridge,1,0.14750386086108624,0.47693470743854527,0.5885031643307356,True
llama2_70b_random,headline,last,ridge,3,-0.027882740413433638,0.37852182595201295,0.5667356270164954,False
llama2_70b_random,headline,last,ridge,5,-0.07269488199034546,0.3435452770766962,0.5479590499474947,False
llama2_70b_random,headline,last,ridge,7,-0.11684909094016893,0.32551548207462067,0.5360920660768669,False
llama2_70b_random,headline,last,ridge,9,-0.1550233709503661,0.3020037060187248,0.5276252790752767,False
llama2_70b_random,headline,last,ridge,11,-0.16977119526146112,0.28839593048353385,0.5184479352372157,False
llama2_70b_random,headline,last,ridge,13,-0.15922229695216572,0.2934695590721636,0.5149846752984086,False
llama2_70b_random,headline,last,ridge,15,-0.16968073310112608,0.2864909187508481,0.5130528820391922,False
llama2_70b_random,headline,last,ridge,17,-0.18254381816356702,0.2790880610953816,0.5069778485007931,False
llama2_70b_random,headline,last,ridge,19,-0.213017951289298,0.2681339212756562,0.5090479279829508,False
llama2_70b_random,headline,last,ridge,21,-0.23107304704875697,0.25649139380893143,0.5057327451457536,False
llama2_70b_random,headline,last,ridge,23,-0.26024939301845196,0.24431815543921712,0.5025425922470197,False
