arm,entity_type,site,rows,layer,n,n_entities,is_control,ridge_mc_r2,ridge_mc_r2_sd,ridge_mc_rho,ridge_mc_rho_sd,pls5_mc_r2,pls5_mc_r2_sd,pls5_mc_rho,pls5_mc_rho_sd,ridge_holdout_r2,ridge_holdout_rho
llama2_7b_random,mesopotamian_place,mean,all,1,150,25,True,-0.5820070684465025,1.3484166720843036,0.22107536689994636,0.28663757395318445,-0.6016294677877123,1.356765846391582,0.1981854113350119,0.24051913774280773,-0.6063674302161765,0.1824522936310808
llama2_13b_random,mesopotamian_place,mean,all,1,150,25,True,-0.7349905326722111,1.4868419367753802,0.013732591574252394,0.306030725164223,-0.7981287829434157,1.563869772824245,0.009648060371937139,0.26803065783813834,-0.7792031582263302,0.18653704647356767
llama2_70b_random,mesopotamian_place,mean,all,9,150,25,True,-0.5114873442933007,1.381148687060397,0.3157189247407407,0.21492598925622652,-0.5473248055293556,1.3815575624605059,0.2538952188814113,0.21952669187296903,-0.3572506971239675,0.43843013842692546
olmo2_7b,mesopotamian_place,mean,all,27,150,25,False,-0.36060708425639093,0.9687638232618777,0.36473156913517,0.2538293433935615,-0.4060951399057171,1.0218485383016431,0.3495579480675952,0.24038776250350247,0.05175939255740469,0.5514416337357293
olmo2_7b_random,mesopotamian_place,mean,all,1,150,25,False,-0.8060160891255967,1.7889876733559282,0.19992129694829153,0.2555195616092017,-0.738594359672365,1.4872682978867173,0.18908892240600678,0.24318404855935408,-1.8773237008199013,0.0013615842808289425
llama2_70b,mesopotamian_place,mean,bare,3,25,25,False,-0.5274252965470816,1.194691401977639,0.25315751457892605,0.332607437000651,-0.49883955733437885,1.186523235869429,0.2673182348130431,0.34351769937538096,0.20795551937961304,0.6499999999999999
llama2_13b,mesopotamian_place,mean,bare,23,25,25,False,-0.5486308751640392,1.3120261274647393,0.2466705037549686,0.3039589168192311,-0.5223309435823401,1.290816174955418,0.24890101999090475,0.3034616245353369,-0.6414997496997569,0.44999999999999996
llama2_7b,mesopotamian_place,mean,bare,10,25,25,False,-0.44260628621335385,1.1083552309188849,0.3525812239890857,0.31334795300729296,-0.40031907564918756,1.0840423268021115,0.36713318069325596,0.301342995920117,-0.2557185660816448,0.5499999999999999
gpt_oss_120b,mesopotamian_place,mean,bare,31,25,25,False,-0.4229840940765259,1.2118772203070547,0.40185720234117084,0.28502403099088924,-0.4282667559266238,1.182533160050694,0.38839616986929854,0.29141826269519755,-0.9706444206509927,0.7
qwen3_32b,mesopotamian_place,mean,bare,5,25,25,False,-0.28223987301111103,0.8486143636213057,0.40674843881122397,0.2981749423993923,-0.25812909987868454,0.8242246771734516,0.41950493339924533,0.28983258768840847,-0.7792027360953973,0.35
qwen3_8b,mesopotamian_place,mean,bare,6,25,25,False,-0.38635591592811735,0.9976947390730877,0.39650493339924536,0.28379702855671585,-0.3723480544844506,0.980815922550376,0.3862484388112241,0.28203175052574125,-0.32932420420499653,0.3
qwen3_1b7,mesopotamian_place,mean,bare,1,25,25,False,-0.47506156735635796,1.029001045177315,0.3617419442232028,0.27648207769789646,-0.5511429686932398,1.0925898782256342,0.3396072023411708,0.28670635492166346,-0.4525047617239384,0.3
thalesian_cunei400m,mesopotamian_place,mean,bare,11,25,25,False,-0.5213500106305997,1.2287834169050318,0.34643349293101117,0.3050391687480864,-0.5102890579757264,1.2474053161326977,0.3736899875190325,0.2932564844889173,-0.47927027889621365,0.19999999999999998
thalesian_akk300m,mesopotamian_place,mean,bare,8,25,25,False,-0.8533711873629845,1.9250533578598235,0.3333474188203194,0.3107896556448464,-1.0621466749867838,2.7027790842067496,0.3453733971724045,0.2773112780588859,-2.7477754876196396,-0.3499999999999999
umt5_base,mesopotamian_place,mean,bare,12,25,25,False,-0.6760118617158541,1.4417610689762135,-0.3108717527059893,0.33605962688021473,-1.5193160362684637,2.6424054080903887,-0.2139935054119787,0.3646706473822383,-0.38339389512923694,0.3
random,mesopotamian_place,mean,bare,2,25,25,True,-0.5470029819168981,1.2401812277672988,0.2636315362268409,0.31996817554963614,-0.5209062822527468,1.2448910801159692,0.25413803081486214,0.3201413116366017,-0.6334407470797367,0.5
llama2_7b_random,mesopotamian_place,mean,bare,1,25,25,True,-0.48744516231433566,1.3398815782346145,0.29915101999090477,0.34097460517458744,-0.4350722318486966,1.2913165386219783,0.2946185470507983,0.3393780656508647,-0.18051155257478774,0.4499999999999999
llama2_13b_random,mesopotamian_place,mean,bare,22,25,25,True,-0.6930729173266755,1.5744144412683223,-0.00918020399818095,0.3365273159003696,-0.7020944718678332,1.6177792313916808,-0.01791072023411709,0.3353036529205324,-0.2798696036362306,0.8499999999999999
llama2_70b_random,mesopotamian_place,mean,bare,1,25,25,True,-0.5819230619629745,1.496735481688591,0.22361690258438316,0.3696295458566776,-0.5628296133437996,1.4740913760412773,0.22911690258438316,0.3640892270334094,-0.3902595991731267,0.35
olmo2_7b,mesopotamian_place,mean,bare,31,25,25,False,-0.3692522475995476,0.9897681760537744,0.34522895504716017,0.31643224681592624,-0.372763138546632,0.976286236605373,0.3374464821070538,0.32332320122221764,-0.09432054829577513,0.15
olmo2_7b_random,mesopotamian_place,mean,bare,31,25,25,False,-0.5599330573109143,1.2437824239887372,0.24236854705079827,0.36110322003535184,-0.5513488273296435,1.1997248772832516,0.24198380516876636,0.3526050384269377,-0.3035049062393449,0.5499999999999999
tfidf,mesopotamian_place,text,all,0,150,25,True,-0.5310445129978146,0.9449398223831109,0.25693471998176953,0.2854736988916381,-0.5420724629084357,0.983664631083292,0.24007330749550637,0.2715430449986587,0.09643572104830961,0.5841196564756244
tfidf,mesopotamian_place,text,bare,0,25,25,True,-0.6199915022820645,1.3992843515671054,0.2963312239890857,0.30427408574044124,-0.5587128348519199,1.1872007548495065,0.29560070775314956,0.3058748448525501,-0.14558187751093865,0.5
