arm,entity_type,site,rows,layer,n,n_entities,is_control,ridge_mc_r2,ridge_mc_r2_sd,ridge_mc_rho,ridge_mc_rho_sd,pls5_mc_r2,pls5_mc_r2_sd,pls5_mc_rho,pls5_mc_rho_sd,ridge_holdout_r2,ridge_holdout_rho
llama2_13b_random,assyrian_ruler,mean,bare,10,34,34,True,-0.34619895157921815,1.478161071811906,0.3012500000000001,0.3612191922461192,-0.5191391234102645,1.9301494721569408,0.23696428571428577,0.3581090056798064,-0.6846911313179291,0.3571428571428572
llama2_70b_random,assyrian_ruler,mean,bare,1,34,34,True,-0.3509392549621762,1.563742323398491,0.3135714285714286,0.3743218357706292,-0.4311733929641756,1.8224571258350568,0.2803571428571429,0.3801307173130028,-0.6867611073642472,-0.07142857142857144
olmo2_7b,assyrian_ruler,mean,bare,12,34,34,False,-0.05523965729447225,1.0171249065510755,0.5166071428571429,0.3045755975826973,-0.34404384370894064,1.9031945211708576,0.41250000000000014,0.35774502806054603,-0.2330724339915169,0.3214285714285715
olmo2_7b_random,assyrian_ruler,mean,bare,26,34,34,False,-0.4623659191834918,1.5610215316669895,0.26946428571428577,0.36249203896958426,-0.53464764534997,2.011970576636154,0.3183928571428572,0.3742642016036811,-0.7754067201873514,-0.1785714285714286
tfidf,assyrian_ruler,text,all,0,204,34,True,-0.2932551340366307,1.4780841574644388,0.34007028974849457,0.37418876716393334,-0.28929445642840046,1.6005136411474423,0.30337163308499765,0.36748012157516075,-0.5794230956941824,0.1748256626817197
tfidf,assyrian_ruler,text,bare,0,34,34,True,-0.3445217035991442,1.4607089898374974,0.34392857142857153,0.3883230232785114,-0.3549019744136635,1.5887679991347319,0.28767857142857145,0.4020546322279081,-0.7157046463479277,0.03571428571428572
llama2_70b,mesopotamian_place,ent_last,all,53,150,25,False,-0.2951069202666391,1.1168467274760059,0.47080358520259596,0.22904898440963345,-0.37210900223777416,1.2918315169147256,0.44481411793262526,0.23193620515855343,-0.8644015505107403,0.2832095304124239
llama2_13b,mesopotamian_place,ent_last,all,11,150,25,False,-0.17479511359337807,0.85431938090133,0.4964303297075776,0.25274180647883504,-0.22561190248912588,0.9063375466154324,0.4464711920790769,0.2676577088535404,0.4113801147254284,0.7311707588051521
llama2_7b,mesopotamian_place,ent_last,all,26,150,25,False,-0.13302964654796465,1.1009586451822233,0.6094484651503683,0.19510077660459987,-0.4178283104575699,1.597315150440657,0.4942286779693393,0.21638575628449902,-0.04209053046859729,0.4125600370911753
gpt_oss_120b,mesopotamian_place,ent_last,all,20,150,25,False,-0.2750550193833641,1.116494221899881,0.48327185110783916,0.24676288539601254,-0.2956874637777833,1.1054919195312378,0.4609607791634761,0.23449828205408765,-0.6426513861222042,0.46430023976267576
qwen3_32b,mesopotamian_place,ent_last,all,5,150,25,False,-0.34025319383480174,1.0948612944451674,0.4414965067310068,0.2866637617776173,-0.34253878415811656,1.078235139632689,0.4265934787153981,0.2819075044586283,0.0013669867877210695,0.4111984528103462
qwen3_8b,mesopotamian_place,ent_last,all,6,150,25,False,-0.480775278367741,1.3775131028680672,0.37526478229547083,0.3054051878385625,-0.47423898342921134,1.3573531819982245,0.3598161489792402,0.31579118593961775,-0.06837670297161946,0.28184794613159503
qwen3_1b7,mesopotamian_place,ent_last,all,26,150,25,False,-0.6170169673436624,2.0439461090695263,0.44135165501905704,0.24837705769206694,-0.9741448498365526,2.566860030781256,0.28579396419797015,0.25645151226515317,-0.2530909150343066,0.6413061962704407
thalesian_cunei400m,mesopotamian_place,ent_last,all,12,150,25,False,-0.5219220107761394,1.649187696628756,0.3968201012753223,0.2894280859804674,-0.47732680794013005,1.6623105225699337,0.42450812565940793,0.27599680936858095,-0.6849603370914034,0.15249743945284366
thalesian_akk300m,mesopotamian_place,ent_last,all,5,150,25,False,-0.8926797566544177,2.328291733602137,0.36805980941964733,0.3185842956292686,-0.8274218153219135,1.9564198567985716,0.3320555496537642,0.3138797674771878,-0.7479920885316321,0.5160404424341762
umt5_base,mesopotamian_place,ent_last,all,1,150,25,False,-0.6724841275001711,1.9730575539431643,0.30059286275643854,0.3312686007339096,-0.9396819992663006,2.2328584891702414,0.17811798483639119,0.3728698690089155,-0.5087686102287818,0.66853788188702
random,mesopotamian_place,ent_last,all,4,150,25,True,-0.6023196409677505,1.514341102154962,0.2628523659279079,0.2340033607237919,-0.6029649448878317,1.5116182956578403,0.2616501465272586,0.23140674694460878,-0.836103271940595,0.14568951804869887
llama2_7b_random,mesopotamian_place,ent_last,all,4,150,25,True,-0.6616174723805469,1.660342037109919,0.20171930470446456,0.2985802389346654,-0.665742168672527,1.659936041134498,0.2007781325280854,0.2977492889829985,-0.7581967419261467,0.08986456253471145
llama2_13b_random,mesopotamian_place,ent_last,all,10,150,25,True,-0.591846997746308,1.505746390160977,0.2127897751017342,0.27213262448068726,-0.5947060487573398,1.5119009546737414,0.20684504484728217,0.26990515607370663,-0.898524856399621,0.20151447356268626
llama2_70b_random,mesopotamian_place,ent_last,all,15,150,25,True,-0.4952427721701653,1.3147134121589996,0.3308654172926267,0.21161941557344877,-0.4946124450473605,1.313756493754219,0.33076192838452334,0.21162875664694594,-0.4542617397902823,0.13207367524040925
olmo2_7b,mesopotamian_place,ent_last,all,26,150,25,False,-0.3989993374946967,1.2755272535262405,0.457132788693347,0.2458466808666734,-0.4049140753319719,1.2543539707613742,0.4608092856239663,0.2397760184791487,-1.9187864628545779,0.27231685616579226
olmo2_7b_random,mesopotamian_place,ent_last,all,19,150,25,False,-0.7167963921239752,1.7330532154269331,0.26795909944293717,0.256986325505154,-0.7429901310982229,1.7614411647304489,0.2721230735899554,0.25172766804599284,-1.186507226099279,0.12526575383626445
llama2_70b,mesopotamian_place,ent_last,bare,3,25,25,False,-0.4165465334912462,1.2142834788225736,0.42869483764063865,0.3360131057611183,-0.4115612043281321,1.22166837427944,0.43632957952267054,0.3300003063444955,-0.2849291854158227,-0.09999999999999999
llama2_13b,mesopotamian_place,ent_last,bare,15,25,25,False,-0.34302636582573387,1.28620745156664,0.44126142798726664,0.3084738275705625,-0.32941966956403823,1.2761193345999013,0.4376461698692986,0.3146412639113081,0.12878910772629049,0.5499999999999999
llama2_7b,mesopotamian_place,ent_last,bare,5,25,25,False,-0.45811130437485686,1.3415674430196136,0.38402277269689405,0.3283056412990708,-0.45745004057066657,1.3395530951810892,0.3847987510489792,0.32412468935150224,-0.29939149255129294,0.3
gpt_oss_120b,mesopotamian_place,ent_last,bare,28,25,25,False,-0.43208317349866104,1.064674265049554,0.41265101999090475,0.28630990362521264,-0.45856151013181323,1.1486233936250012,0.4061250416388196,0.2869115329904417,-0.5788073684428677,0.5
qwen3_32b,mesopotamian_place,ent_last,bare,3,25,25,False,-0.409479046233151,1.7068538107175417,0.4583003955153943,0.2894178702736743,-0.40194265305657323,1.6661957287562006,0.4588003955153944,0.29419204198587184,-0.755232656699676,0.24999999999999997
qwen3_8b,mesopotamian_place,ent_last,bare,6,25,25,False,-0.5835405103857548,1.5612638893215387,0.34384256869871316,0.33558193690158106,-0.5041071819244677,1.4990696915496686,0.3548490632867345,0.3478869273293517,-0.1345369526371698,0.15
qwen3_1b7,mesopotamian_place,ent_last,bare,2,25,25,False,-0.7940046938912724,1.904123617228983,0.13996267693828737,0.3643796413021454,-1.024885732414988,2.2925525385516465,0.0959496877622448,0.36098536491114397,-0.728412928116734,-0.8499999999999999
thalesian_cunei400m,mesopotamian_place,ent_last,bare,12,25,25,False,-0.4912874571578695,1.315320199390789,0.39830039551539437,0.30760351525646706,-0.43268726012479664,1.2795698614458306,0.40555689010341567,0.29979511087491484,-0.15971784537399708,0.3
thalesian_akk300m,mesopotamian_place,ent_last,bare,4,25,25,False,-0.7224934410423615,1.8525999318646265,0.3152061823502661,0.3235095079178474,-0.6089294396865721,1.7575908496556576,0.319840924232298,0.34541287949900185,-0.6554197922933438,0.0
umt5_base,mesopotamian_place,ent_last,bare,12,25,25,False,-0.6820263755024567,1.4402674273414802,-0.08231330141379775,0.3108875696294601,-1.2760072342716628,1.5280097278930729,-0.06741557035572324,0.34208041086130037,-0.3831762730252031,0.15
random,mesopotamian_place,ent_last,bare,2,25,25,True,-0.4925635116800503,1.2018835473266238,0.3207338051687663,0.3483562249360838,-0.48059619541767107,1.1993694983047272,0.32374029975678764,0.3456172280726178,-0.561173959459829,0.35
llama2_7b_random,mesopotamian_place,ent_last,bare,2,25,25,True,-0.5822788069279065,1.50424917644547,0.2777857618729367,0.366886950278297,-0.5561280609560663,1.4980531151485184,0.27165101999090474,0.36251909094901563,0.005772244570236007,0.5
llama2_13b_random,mesopotamian_place,ent_last,bare,18,25,25,True,-0.5886107293624973,1.378249991239223,0.22720297669507505,0.33577185212118615,-0.5830739017121593,1.3740388190367396,0.22745297669507505,0.3350886877256837,-0.32799210336071627,0.44999999999999996
llama2_70b_random,mesopotamian_place,ent_last,bare,5,25,25,True,-0.4668567734884934,1.2687191645290226,0.45896432140470245,0.3201453927622905,-0.46673114456895726,1.2686712358436432,0.45896432140470245,0.3201453927622905,-0.4867338788200668,0.1
olmo2_7b,mesopotamian_place,ent_last,bare,26,25,25,False,-0.35522284689321926,1.3562309063079239,0.49397895504716016,0.28115689907673835,-0.39460698248305914,1.4943898981435448,0.4782094712830963,0.2840400785838387,0.2634096979525643,0.44999999999999996
olmo2_7b_random,mesopotamian_place,ent_last,bare,1,25,25,False,-0.588540872654386,1.2852387971654984,0.19196917152630863,0.39890177536995947,-0.5612735960176432,1.280936190263765,0.1937581390544364,0.399465956126507,-0.21753417522185398,0.49999999999999994
llama2_70b,mesopotamian_place,ent_mean,all,39,150,25,False,-0.3853936598724934,1.0464776737705939,0.3591115886361418,0.2909909398162835,-0.4287122245107097,1.1294029925914761,0.3422960494071727,0.2749167556725375,-0.459511683054455,0.3403960702072403
llama2_13b,mesopotamian_place,ent_mean,all,10,150,25,False,-0.40330442042589093,1.174204849157524,0.37389135302541604,0.29027431393265385,-0.511817298100765,1.3307198228234125,0.3046988074535806,0.2986996413257116,-0.11864826935586653,0.2913790360973977
llama2_7b,mesopotamian_place,ent_mean,all,10,150,25,False,-0.4539506812085116,1.0265156082572633,0.34017614204295754,0.2745644353456457,-0.5003139695432879,1.1976802443053414,0.3155132121480742,0.2808350205699292,-0.4472551417775833,0.27912477756993703
gpt_oss_120b,mesopotamian_place,ent_mean,all,32,150,25,False,-0.33241337757790745,1.1025092413183726,0.4596073417162431,0.252694100102584,-0.34269533928710466,1.2137606849626952,0.47734370077823995,0.2550364488871212,-0.15054305598425166,0.6481141176745855
qwen3_32b,mesopotamian_place,ent_mean,all,17,150,25,False,-0.2111350140905602,0.8005198419897137,0.48891876796366085,0.22068878028166558,-0.23891167977767858,0.8788954079159783,0.4477441033264442,0.2310214004789191,0.3448226694227276,0.5187636109958342
qwen3_8b,mesopotamian_place,ent_mean,all,9,150,25,False,-0.4023849424407491,1.1528057688066247,0.3684234595655516,0.2460709356809498,-0.3837675336662247,1.160793818353033,0.365123650424307,0.21843261897658794,-0.3668893217088107,0.2028760578435152
qwen3_1b7,mesopotamian_place,ent_mean,all,17,150,25,False,-0.21592303332024784,1.2421941073428255,0.47787914691561484,0.2836126256413541,-0.3641321060870159,1.2093744594993328,0.39662001414033304,0.2806896756737658,0.16395836275859665,0.5473568808932424
thalesian_cunei400m,mesopotamian_place,ent_mean,all,6,150,25,False,-0.33218016481478574,0.8884521553894734,0.377644214884031,0.2884155075513394,-0.30350426163358935,0.959164814968724,0.4496362060759083,0.23455658162216214,-0.10799995252913153,0.5487184651740713
thalesian_akk300m,mesopotamian_place,ent_mean,all,8,150,25,False,-0.7631418220926659,2.0128652243067147,0.3587799164504336,0.2574319828860513,-0.7620805698713076,1.7356444941931366,0.3047616234240478,0.25133832877123957,-2.5470132785398776,0.30227171034402944
umt5_base,mesopotamian_place,ent_mean,all,2,150,25,False,-0.7740658984192254,2.251600316853799,0.22207965775320468,0.34787062006005187,-0.9069265508505496,2.6665323420204055,0.1941207064358915,0.33960997948966204,-0.43378303013862185,0.14841268661035678
random,mesopotamian_place,ent_mean,all,32,150,25,True,-0.6343176095432311,1.38636478561862,0.20644674233302346,0.17438987549767032,-0.6601598180157855,1.422401026098516,0.19829355015113848,0.1643409425459364,-0.6996393604265778,0.29001745181656874
llama2_7b_random,mesopotamian_place,ent_mean,all,2,150,25,True,-0.6717150767772455,1.5190709086880674,0.16673139504364826,0.25545295963532716,-0.6363491020990363,1.4532018290261726,0.17742778574863888,0.25123873371733896,-0.7484590880190702,0.3880515200362539
llama2_13b_random,mesopotamian_place,ent_mean,all,11,150,25,True,-0.6552835606879216,1.5146122342972628,0.09574675004383178,0.23513409838208651,-0.6640135946744072,1.491508533854616,0.0946106666806432,0.22603237784100377,-0.676698317780621,0.4043905314062014
llama2_70b_random,mesopotamian_place,ent_mean,all,1,150,25,True,-0.49800168018434776,1.3063234492456282,0.28706404344027975,0.2550078517498078,-0.49318558892530745,1.3055109060637766,0.29285484211333407,0.25090186151723404,-0.08430539613675175,0.6807921404144806
olmo2_7b,mesopotamian_place,ent_mean,all,9,150,25,False,-0.4560431629379761,1.1625702594491947,0.3397993646903979,0.28855143227203306,-0.5411584580381352,1.262078415866565,0.2713034503068729,0.28222091568273344,-0.23645517585547404,0.3485655758922141
olmo2_7b_random,mesopotamian_place,ent_mean,all,1,150,25,False,-0.7380177580562508,1.6486643077072891,0.16444862814147126,0.2709633704078005,-0.7536378357172052,1.6932923558560156,0.1639094345312931,0.27001509636138943,-1.101237152347842,0.21649190065180485
llama2_70b,mesopotamian_place,ent_mean,bare,3,25,25,False,-0.5274252965470816,1.194691401977639,0.25315751457892605,0.332607437000651,-0.49883955733437885,1.186523235869429,0.2673182348130431,0.34351769937538096,0.20795551937961304,0.6499999999999999
llama2_13b,mesopotamian_place,ent_mean,bare,23,25,25,False,-0.5486308751640392,1.3120261274647393,0.2466705037549686,0.3039589168192311,-0.5223309435823401,1.290816174955418,0.24890101999090475,0.3034616245353369,-0.6414997496997569,0.44999999999999996
llama2_7b,mesopotamian_place,ent_mean,bare,10,25,25,False,-0.44260628621335385,1.1083552309188849,0.3525812239890857,0.31334795300729296,-0.40031907564918756,1.0840423268021115,0.36713318069325596,0.301342995920117,-0.2557185660816448,0.5499999999999999
gpt_oss_120b,mesopotamian_place,ent_mean,bare,31,25,25,False,-0.4229840940765259,1.2118772203070547,0.40185720234117084,0.28502403099088924,-0.4282667559266238,1.182533160050694,0.38839616986929854,0.29141826269519755,-0.9706444206509927,0.7
qwen3_32b,mesopotamian_place,ent_mean,bare,5,25,25,False,-0.28223987301111103,0.8486143636213057,0.40674843881122397,0.2981749423993923,-0.25812909987868454,0.8242246771734516,0.41950493339924533,0.28983258768840847,-0.7792027360953973,0.35
qwen3_8b,mesopotamian_place,ent_mean,bare,6,25,25,False,-0.38635591592811735,0.9976947390730877,0.39650493339924536,0.28379702855671585,-0.3723480544844506,0.980815922550376,0.3862484388112241,0.28203175052574125,-0.32932420420499653,0.3
qwen3_1b7,mesopotamian_place,ent_mean,bare,1,25,25,False,-0.47506156735635796,1.029001045177315,0.3617419442232028,0.27648207769789646,-0.5511429686932398,1.0925898782256342,0.3396072023411708,0.28670635492166346,-0.4525047617239384,0.3
thalesian_cunei400m,mesopotamian_place,ent_mean,bare,11,25,25,False,-0.5213500106305997,1.2287834169050318,0.34643349293101117,0.3050391687480864,-0.5102890579757264,1.2474053161326977,0.3736899875190325,0.2932564844889173,-0.47927027889621365,0.19999999999999998
thalesian_akk300m,mesopotamian_place,ent_mean,bare,8,25,25,False,-0.8533711873629845,1.9250533578598235,0.3333474188203194,0.3107896556448464,-1.0621466749867838,2.7027790842067496,0.3453733971724045,0.2773112780588859,-2.7477754876196396,-0.3499999999999999
umt5_base,mesopotamian_place,ent_mean,bare,12,25,25,False,-0.6760118617158541,1.4417610689762135,-0.3108717527059893,0.33605962688021473,-1.5193160362684637,2.6424054080903887,-0.2139935054119787,0.3646706473822383,-0.38339389512923694,0.3
random,mesopotamian_place,ent_mean,bare,2,25,25,True,-0.5470029819168981,1.2401812277672988,0.2636315362268409,0.31996817554963614,-0.5209062822527468,1.2448910801159692,0.25413803081486214,0.3201413116366017,-0.6334407470797367,0.5
llama2_7b_random,mesopotamian_place,ent_mean,bare,1,25,25,True,-0.48744516231433566,1.3398815782346145,0.29915101999090477,0.34097460517458744,-0.4350722318486966,1.2913165386219783,0.2946185470507983,0.3393780656508647,-0.18051155257478774,0.4499999999999999
llama2_13b_random,mesopotamian_place,ent_mean,bare,22,25,25,True,-0.6930729173266755,1.5744144412683223,-0.00918020399818095,0.3365273159003696,-0.7020944718678332,1.6177792313916808,-0.01791072023411709,0.3353036529205324,-0.2798696036362306,0.8499999999999999
llama2_70b_random,mesopotamian_place,ent_mean,bare,1,25,25,True,-0.5819230619629745,1.496735481688591,0.22361690258438316,0.3696295458566776,-0.5628296133437996,1.4740913760412773,0.22911690258438316,0.3640892270334094,-0.3902595991731267,0.35
olmo2_7b,mesopotamian_place,ent_mean,bare,31,25,25,False,-0.3692522475995476,0.9897681760537744,0.34522895504716017,0.31643224681592624,-0.372763138546632,0.976286236605373,0.3374464821070538,0.32332320122221764,-0.09432054829577513,0.15
olmo2_7b_random,mesopotamian_place,ent_mean,bare,31,25,25,False,-0.5599330573109143,1.2437824239887372,0.24236854705079827,0.36110322003535184,-0.5513488273296435,1.1997248772832516,0.24198380516876636,0.3526050384269377,-0.3035049062393449,0.5499999999999999
llama2_70b,mesopotamian_place,last,all,57,150,25,False,-0.054537513589417275,0.7195405065383672,0.5254350792172905,0.21824816577381145,-0.1435445300291169,0.80913050895071,0.4998261974288084,0.21281226754856683,0.3322872340341142,0.7134701631543756
llama2_13b,mesopotamian_place,last,all,39,150,25,False,-0.22937846232678516,0.953739464914684,0.47295926731698384,0.21482882178370802,-0.39784661410844163,1.2077045601958276,0.422619503960983,0.19843342600106606,0.09116933264940308,0.6086281735305457
llama2_7b,mesopotamian_place,last,all,26,150,25,False,-0.5434386070026348,1.2467400447985146,0.34056207352783374,0.268756443575021,-0.6338426782223366,1.4399071416074969,0.24084317116813328,0.28775644714772053,-0.06875547006305405,0.6249671849004932
gpt_oss_120b,mesopotamian_place,last,all,36,150,25,False,-0.85197647976331,1.4879434665067952,0.22429859004724115,0.2430650918032734,-0.7613087511448404,1.463824748349335,0.21355630794263264,0.2512569717910466,-0.9764868722211556,0.526933116680808
qwen3_32b,mesopotamian_place,last,all,64,150,25,False,-0.604551999266166,1.4759126511507248,0.3759473878032697,0.21777739488596773,-0.8348046590373039,1.6566771086121832,0.2747825980087949,0.2309258253208982,-1.219034507194853,0.3962210257212277
qwen3_8b,mesopotamian_place,last,all,35,150,25,False,-1.0701342501402473,1.9234650390361017,0.20708497221197544,0.2595552112429699,-1.5742554082735871,3.265328660057954,0.19213236144449042,0.26125279412620184,-0.7793428714768179,0.5854812407564534
qwen3_1b7,mesopotamian_place,last,all,28,150,25,False,-1.0707514240535898,1.8689552397829179,0.13172167623126227,0.255939792844246,-1.2065511012020942,1.9693508787785028,0.0626881979429929,0.24555500892195609,-0.9396570612106323,0.44115330698858335
thalesian_cunei400m,mesopotamian_place,last,all,9,150,25,False,-0.9545613249254834,1.8059518563120016,0.3553273689562533,0.20437692424478465,-0.5811051576558055,1.0706050864725698,0.3380193897059323,0.19972346407625122,-1.6095540043446004,0.6099897578113747
thalesian_akk300m,mesopotamian_place,last,all,5,150,25,False,-1.0880367968797684,2.653789287457165,0.3470666892720136,0.2188972716834396,-0.6712632271712812,1.6076379093766051,0.32565202671538446,0.18974413400127088,-4.523184440440107,0.11709624815129065
umt5_base,mesopotamian_place,last,all,12,150,25,False,-0.6787416393183563,1.4407330762226278,-0.08985732267191647,0.14806195566152958,-2.1377150426970535,3.343339843793143,-0.06341667217250489,0.1455775806265452,-0.38338957577800414,-0.07488713544559288
random,mesopotamian_place,last,all,1,150,25,True,-0.6725041773652504,1.6549386803174788,0.2729653976950924,0.266053493943661,-0.6720327563174494,1.6348057307741346,0.2738631210493226,0.2566607803685257,-1.7610653763426893,0.10892674246631691
llama2_7b_random,mesopotamian_place,last,all,5,150,25,True,-0.6890734821871828,1.5624599728785156,0.19337828021451933,0.25814644424978006,-0.6829255788906684,1.5218477265445587,0.19889154810500706,0.2614541976157938,-0.5427525086750364,0.4384301384269255
llama2_13b_random,mesopotamian_place,last,all,18,150,25,True,-0.7385983931004217,1.5937382669613662,0.04416276450851573,0.19196814279608307,-0.742828606041632,1.596134181920589,0.044337072804743,0.18936410648051663,-0.7238892954364714,-0.04357069698652675
llama2_70b_random,mesopotamian_place,last,all,9,150,25,True,-0.6194245442513844,1.428611951560665,0.1766932960596434,0.26208076613486675,-0.6164114015489278,1.4188643238729437,0.18097570026302215,0.2593873897814661,-0.7174837925128401,0.3118028003098321
olmo2_7b,mesopotamian_place,last,all,30,150,25,False,-0.42768496253808586,1.0934016063373189,0.3329358337359409,0.3134705045590568,-0.5387969129898105,1.077593826047628,0.31248576237679737,0.2852375897474347,-0.6547187140041848,0.49970143106422876
olmo2_7b_random,mesopotamian_place,last,all,1,150,25,False,-0.666624740262926,1.362110866978787,0.18523387710884023,0.30565747254155745,-0.6981182325924449,1.3825223485958529,0.20204860119798382,0.2948212091865942,-0.9684171715009671,0.3009101260632004
llama2_70b,mesopotamian_place,last,bare,3,25,25,False,-0.4165465334912462,1.2142834788225736,0.42869483764063865,0.3360131057611183,-0.4115612043281321,1.22166837427944,0.43632957952267054,0.3300003063444955,-0.2849291854158227,-0.09999999999999999
llama2_13b,mesopotamian_place,last,bare,15,25,25,False,-0.34302636582573387,1.28620745156664,0.44126142798726664,0.3084738275705625,-0.32941966956403823,1.2761193345999013,0.4376461698692986,0.3146412639113081,0.12878910772629049,0.5499999999999999
llama2_7b,mesopotamian_place,last,bare,5,25,25,False,-0.45811130437485686,1.3415674430196136,0.38402277269689405,0.3283056412990708,-0.45745004057066657,1.3395530951810892,0.3847987510489792,0.32412468935150224,-0.29939149255129294,0.3
gpt_oss_120b,mesopotamian_place,last,bare,28,25,25,False,-0.43208317349866104,1.064674265049554,0.41265101999090475,0.28630990362521264,-0.45856151013181323,1.1486233936250012,0.4061250416388196,0.2869115329904417,-0.5788073684428677,0.5
qwen3_32b,mesopotamian_place,last,bare,3,25,25,False,-0.409479046233151,1.7068538107175417,0.4583003955153943,0.2894178702736743,-0.40194265305657323,1.6661957287562006,0.4588003955153944,0.29419204198587184,-0.755232656699676,0.24999999999999997
qwen3_8b,mesopotamian_place,last,bare,6,25,25,False,-0.5835405103857548,1.5612638893215387,0.34384256869871316,0.33558193690158106,-0.5041071819244677,1.4990696915496686,0.3548490632867345,0.3478869273293517,-0.1345369526371698,0.15
qwen3_1b7,mesopotamian_place,last,bare,2,25,25,False,-0.7940046938912724,1.904123617228983,0.13996267693828737,0.3643796413021454,-1.024885732414988,2.2925525385516465,0.0959496877622448,0.36098536491114397,-0.728412928116734,-0.8499999999999999
thalesian_cunei400m,mesopotamian_place,last,bare,12,25,25,False,-0.4912874571578695,1.315320199390789,0.39830039551539437,0.30760351525646706,-0.43268726012479664,1.2795698614458306,0.40555689010341567,0.29979511087491484,-0.15971784537399708,0.3
thalesian_akk300m,mesopotamian_place,last,bare,4,25,25,False,-0.7224934410423615,1.8525999318646265,0.3152061823502661,0.3235095079178474,-0.6089294396865721,1.7575908496556576,0.319840924232298,0.34541287949900185,-0.6554197922933438,0.0
umt5_base,mesopotamian_place,last,bare,12,25,25,False,-0.6820263755024567,1.4402674273414802,-0.08231330141379775,0.3108875696294601,-1.2760072342716628,1.5280097278930729,-0.06741557035572324,0.34208041086130037,-0.3831762730252031,0.15
random,mesopotamian_place,last,bare,2,25,25,True,-0.4925635116800503,1.2018835473266238,0.3207338051687663,0.3483562249360838,-0.48059619541767107,1.1993694983047272,0.32374029975678764,0.3456172280726178,-0.561173959459829,0.35
llama2_7b_random,mesopotamian_place,last,bare,2,25,25,True,-0.5822788069279065,1.50424917644547,0.2777857618729367,0.366886950278297,-0.5561280609560663,1.4980531151485184,0.27165101999090474,0.36251909094901563,0.005772244570236007,0.5
llama2_13b_random,mesopotamian_place,last,bare,18,25,25,True,-0.5886107293624973,1.378249991239223,0.22720297669507505,0.33577185212118615,-0.5830739017121593,1.3740388190367396,0.22745297669507505,0.3350886877256837,-0.32799210336071627,0.44999999999999996
llama2_70b_random,mesopotamian_place,last,bare,5,25,25,True,-0.4668567734884934,1.2687191645290226,0.45896432140470245,0.3201453927622905,-0.46673114456895726,1.2686712358436432,0.45896432140470245,0.3201453927622905,-0.4867338788200668,0.1
olmo2_7b,mesopotamian_place,last,bare,26,25,25,False,-0.35522284689321926,1.3562309063079239,0.49397895504716016,0.28115689907673835,-0.39460698248305914,1.4943898981435448,0.4782094712830963,0.2840400785838387,0.2634096979525643,0.44999999999999996
olmo2_7b_random,mesopotamian_place,last,bare,1,25,25,False,-0.588540872654386,1.2852387971654984,0.19196917152630863,0.39890177536995947,-0.5612735960176432,1.280936190263765,0.1937581390544364,0.399465956126507,-0.21753417522185398,0.49999999999999994
llama2_70b,mesopotamian_place,mean,all,49,150,25,False,-0.19443097962553718,0.8262693808790741,0.49851470210411547,0.2111820423531433,-0.3118532786447432,0.9735961376008747,0.43874203420082963,0.2117953585766515,-0.23038906128931042,0.5337410380849529
llama2_13b,mesopotamian_place,mean,all,25,150,25,False,-0.29695428457337003,0.9858344270508461,0.43078494416642554,0.23244985611433416,-0.4346207744103493,1.1734657089577523,0.36213443328098793,0.22885258860320545,-0.18103610603820253,0.4275374641802938
llama2_7b,mesopotamian_place,mean,all,23,150,25,False,-0.48199783902356963,1.1936172232678615,0.3144740693899775,0.273816342853692,-0.6348003421260136,1.41953433442872,0.22901161256769964,0.24047151122723634,-0.1375701627041811,0.44251489126941235
gpt_oss_120b,mesopotamian_place,mean,all,36,150,25,False,-0.4479827957527941,1.1419752998484174,0.415338959193302,0.2629372214538963,-0.5789132851529984,1.306734632159345,0.3821108983493524,0.2536961862939494,-0.255845390884674,0.6140745106538614
qwen3_32b,mesopotamian_place,mean,all,59,150,25,False,-0.2584502103592079,0.8705135663561477,0.40770268777956786,0.2163996762675953,-0.3397107711841658,0.9899509676020921,0.3755136376167282,0.19751030547658327,-0.13505011683319412,0.5868428250372822
qwen3_8b,mesopotamian_place,mean,all,32,150,25,False,-0.4533864178601377,1.0351910150832626,0.30640956611608755,0.260841197583913,-0.6110615744744629,1.3740356488026726,0.2253591304256312,0.22275822791617425,-0.16386414924597403,0.5895659935989402
qwen3_1b7,mesopotamian_place,mean,all,24,150,25,False,-0.39818376335596833,1.0448968056568908,0.36534712086997234,0.2644607673650873,-0.5787692382679768,1.1818854729994583,0.24742621632914116,0.2590590267527065,0.06279292042905671,0.5705038136673347
thalesian_cunei400m,mesopotamian_place,mean,all,5,150,25,False,-0.621378245378211,1.369081785644182,0.3752823156662901,0.25837681602117674,-0.617757621835041,1.2691664647580212,0.39726611705352793,0.2453045531092307,-1.154885913307661,0.5514416337357293
thalesian_akk300m,mesopotamian_place,mean,all,1,150,25,False,-0.6399119010865182,1.380063130301016,0.23353953161522786,0.31683322957494287,-0.7685880798711558,1.5811852360564516,0.21835981232835622,0.3131424505216156,-0.1551898173215595,0.2668705190424764
umt5_base,mesopotamian_place,mean,all,2,150,25,False,-0.6611915042024299,1.38435998802385,0.20123139327888434,0.2797225593482147,-0.7389881610443019,1.6239292294259497,0.20662300968036493,0.27303209962449526,-0.19736849350268504,0.39213627287874087
random,mesopotamian_place,mean,all,1,150,25,True,-0.7090028834811484,1.4564192659314699,0.22878736722822024,0.2142501948646465,-0.7091799517465072,1.4880647933057276,0.15191462242972772,0.19962630665397865,-1.4853541749918344,0.3131643845906611
