level,language,salience,cleaning,pooling,probe,protocol,metric,target,arm,value
entity,EN,obscure,rows_all,ent_last,pls5,entity_MC,r2,year,qwen3_8b,0.2569
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC,spearman,year,qwen3_8b,0.3896
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC,r2,year,qwen3_8b,-0.1803
entity,EN,obscure,rows_bare,ent_mean,pls5,entity_MC,spearman,year,qwen3_8b,0.333
entity,EN,obscure,rows_bare,ent_mean,pls5,entity_MC,r2,year,qwen3_8b,-0.5641
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC,spearman,year,qwen3_8b,0.3804
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC,r2,year,qwen3_8b,-0.3688
entity,EN,obscure,rows_all,ent_mean,pls5,entity_MC,spearman,year,qwen3_8b,0.4065
entity,EN,obscure,rows_all,ent_mean,pls5,entity_MC,r2,year,qwen3_8b,-0.3161
entity,EN,obscure,rows_bare,last,ridge,entity_MC,spearman,year,qwen3_8b,0.5493
entity,EN,obscure,rows_bare,last,ridge,entity_MC,r2,year,qwen3_8b,0.1842
entity,EN,obscure,rows_bare,last,pls5,entity_MC,spearman,year,qwen3_8b,0.5518
entity,EN,obscure,rows_bare,last,pls5,entity_MC,r2,year,qwen3_8b,0.21
entity,EN,obscure,rows_all,last,ridge,entity_MC,spearman,year,qwen3_8b,0.5061
entity,EN,obscure,rows_all,last,ridge,entity_MC,r2,year,qwen3_8b,-0.0751
entity,EN,obscure,rows_all,last,pls5,entity_MC,spearman,year,qwen3_8b,0.5596
entity,EN,obscure,rows_all,last,pls5,entity_MC,r2,year,qwen3_8b,0.1341
entity,EN,obscure,rows_bare,mean,ridge,entity_MC,spearman,year,qwen3_8b,0.5004
entity,EN,obscure,rows_bare,mean,ridge,entity_MC,r2,year,qwen3_8b,-0.036
entity,EN,obscure,rows_bare,mean,pls5,entity_MC,spearman,year,qwen3_8b,0.4582
entity,EN,obscure,rows_bare,mean,pls5,entity_MC,r2,year,qwen3_8b,-0.1354
entity,EN,obscure,rows_all,mean,ridge,entity_MC,spearman,year,qwen3_8b,0.4975
entity,EN,obscure,rows_all,mean,ridge,entity_MC,r2,year,qwen3_8b,-0.0383
entity,EN,obscure,rows_all,mean,pls5,entity_MC,spearman,year,qwen3_8b,0.4841
entity,EN,obscure,rows_all,mean,pls5,entity_MC,r2,year,qwen3_8b,-0.0846
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC,spearman,year,qwen3_1b7,0.4275
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC,r2,year,qwen3_1b7,-0.0292
entity,EN,obscure,rows_bare,ent_last,pls5,entity_MC,spearman,year,qwen3_1b7,0.4382
entity,EN,obscure,rows_bare,ent_last,pls5,entity_MC,r2,year,qwen3_1b7,-0.0493
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC,spearman,year,qwen3_1b7,0.4012
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC,r2,year,qwen3_1b7,-0.2071
entity,EN,obscure,rows_all,ent_last,pls5,entity_MC,spearman,year,qwen3_1b7,0.434
entity,EN,obscure,rows_all,ent_last,pls5,entity_MC,r2,year,qwen3_1b7,-0.0089
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC,spearman,year,qwen3_1b7,0.3518
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC,r2,year,qwen3_1b7,-0.3971
entity,EN,obscure,rows_bare,ent_mean,pls5,entity_MC,spearman,year,qwen3_1b7,0.3738
entity,EN,obscure,rows_bare,ent_mean,pls5,entity_MC,r2,year,qwen3_1b7,-0.4156
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC,spearman,year,qwen3_1b7,0.322
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC,r2,year,qwen3_1b7,-0.3973
entity,EN,obscure,rows_all,ent_mean,pls5,entity_MC,spearman,year,qwen3_1b7,0.36
entity,EN,obscure,rows_all,ent_mean,pls5,entity_MC,r2,year,qwen3_1b7,-0.3684
entity,EN,obscure,rows_bare,last,ridge,entity_MC,spearman,year,qwen3_1b7,0.4773
entity,EN,obscure,rows_bare,last,ridge,entity_MC,r2,year,qwen3_1b7,-0.0505
entity,EN,obscure,rows_bare,last,pls5,entity_MC,spearman,year,qwen3_1b7,0.3173
entity,EN,obscure,rows_bare,last,pls5,entity_MC,r2,year,qwen3_1b7,-0.3475
entity,EN,obscure,rows_all,last,ridge,entity_MC,spearman,year,qwen3_1b7,0.4446
entity,EN,obscure,rows_all,last,ridge,entity_MC,r2,year,qwen3_1b7,-0.2262
entity,EN,obscure,rows_all,last,pls5,entity_MC,spearman,year,qwen3_1b7,0.4714
entity,EN,obscure,rows_all,last,pls5,entity_MC,r2,year,qwen3_1b7,-0.1184
entity,EN,obscure,rows_bare,mean,ridge,entity_MC,spearman,year,qwen3_1b7,0.3518
entity,EN,obscure,rows_bare,mean,ridge,entity_MC,r2,year,qwen3_1b7,-0.3971
entity,EN,obscure,rows_bare,mean,pls5,entity_MC,spearman,year,qwen3_1b7,0.3738
entity,EN,obscure,rows_bare,mean,pls5,entity_MC,r2,year,qwen3_1b7,-0.4156
entity,EN,obscure,rows_all,mean,ridge,entity_MC,spearman,year,qwen3_1b7,0.3628
entity,EN,obscure,rows_all,mean,ridge,entity_MC,r2,year,qwen3_1b7,-0.3381
entity,EN,obscure,rows_all,mean,pls5,entity_MC,spearman,year,qwen3_1b7,0.3822
entity,EN,obscure,rows_all,mean,pls5,entity_MC,r2,year,qwen3_1b7,-0.3207
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC,spearman,year,thalesian_cunei400m,0.4557
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC,r2,year,thalesian_cunei400m,0.0322
entity,EN,obscure,rows_bare,ent_last,pls5,entity_MC,spearman,year,thalesian_cunei400m,0.4163
entity,EN,obscure,rows_bare,ent_last,pls5,entity_MC,r2,year,thalesian_cunei400m,-0.0491
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC,spearman,year,thalesian_cunei400m,0.3555
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC,r2,year,thalesian_cunei400m,-0.2646
entity,EN,obscure,rows_all,ent_last,pls5,entity_MC,spearman,year,thalesian_cunei400m,0.3846
entity,EN,obscure,rows_all,ent_last,pls5,entity_MC,r2,year,thalesian_cunei400m,-0.1865
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC,spearman,year,thalesian_cunei400m,0.5088
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC,r2,year,thalesian_cunei400m,-0.0367
entity,EN,obscure,rows_bare,ent_mean,pls5,entity_MC,spearman,year,thalesian_cunei400m,0.3968
entity,EN,obscure,rows_bare,ent_mean,pls5,entity_MC,r2,year,thalesian_cunei400m,-0.3062
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC,spearman,year,thalesian_cunei400m,0.376
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC,r2,year,thalesian_cunei400m,-0.3793
entity,EN,obscure,rows_all,ent_mean,pls5,entity_MC,spearman,year,thalesian_cunei400m,0.4094
entity,EN,obscure,rows_all,ent_mean,pls5,entity_MC,r2,year,thalesian_cunei400m,-0.2748
entity,EN,obscure,rows_bare,last,ridge,entity_MC,spearman,year,thalesian_cunei400m,0.4029
entity,EN,obscure,rows_bare,last,ridge,entity_MC,r2,year,thalesian_cunei400m,-0.1132
entity,EN,obscure,rows_bare,last,pls5,entity_MC,spearman,year,thalesian_cunei400m,0.3596
entity,EN,obscure,rows_bare,last,pls5,entity_MC,r2,year,thalesian_cunei400m,-0.1726
entity,EN,obscure,rows_all,last,ridge,entity_MC,spearman,year,thalesian_cunei400m,0.4499
entity,EN,obscure,rows_all,last,ridge,entity_MC,r2,year,thalesian_cunei400m,-0.0711
entity,EN,obscure,rows_all,last,pls5,entity_MC,spearman,year,thalesian_cunei400m,0.4997
entity,EN,obscure,rows_all,last,pls5,entity_MC,r2,year,thalesian_cunei400m,0.0148
entity,EN,obscure,rows_bare,mean,ridge,entity_MC,spearman,year,thalesian_cunei400m,0.5088
entity,EN,obscure,rows_bare,mean,ridge,entity_MC,r2,year,thalesian_cunei400m,-0.0367
entity,EN,obscure,rows_bare,mean,pls5,entity_MC,spearman,year,thalesian_cunei400m,0.3968
entity,EN,obscure,rows_bare,mean,pls5,entity_MC,r2,year,thalesian_cunei400m,-0.3062
entity,EN,obscure,rows_all,mean,ridge,entity_MC,spearman,year,thalesian_cunei400m,0.4414
entity,EN,obscure,rows_all,mean,ridge,entity_MC,r2,year,thalesian_cunei400m,-0.1989
entity,EN,obscure,rows_all,mean,pls5,entity_MC,spearman,year,thalesian_cunei400m,0.4587
entity,EN,obscure,rows_all,mean,pls5,entity_MC,r2,year,thalesian_cunei400m,-0.2117
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC,spearman,year,thalesian_akk300m,0.3239
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC,r2,year,thalesian_akk300m,-0.1942
entity,EN,obscure,rows_bare,ent_last,pls5,entity_MC,spearman,year,thalesian_akk300m,0.2863
entity,EN,obscure,rows_bare,ent_last,pls5,entity_MC,r2,year,thalesian_akk300m,-0.3379
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC,spearman,year,thalesian_akk300m,0.3383
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC,r2,year,thalesian_akk300m,-0.5514
entity,EN,obscure,rows_all,ent_last,pls5,entity_MC,spearman,year,thalesian_akk300m,0.2937
entity,EN,obscure,rows_all,ent_last,pls5,entity_MC,r2,year,thalesian_akk300m,-0.3342
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC,spearman,year,thalesian_akk300m,0.4943
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC,r2,year,thalesian_akk300m,-0.1245
entity,EN,obscure,rows_bare,ent_mean,pls5,entity_MC,spearman,year,thalesian_akk300m,0.3805
entity,EN,obscure,rows_bare,ent_mean,pls5,entity_MC,r2,year,thalesian_akk300m,-0.4596
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC,spearman,year,thalesian_akk300m,0.1446
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC,r2,year,thalesian_akk300m,-1.0901
entity,EN,obscure,rows_all,ent_mean,pls5,entity_MC,spearman,year,thalesian_akk300m,0.2905
entity,EN,obscure,rows_all,ent_mean,pls5,entity_MC,r2,year,thalesian_akk300m,-0.5975
entity,EN,obscure,rows_bare,last,ridge,entity_MC,spearman,year,thalesian_akk300m,0.252
entity,EN,obscure,rows_bare,last,ridge,entity_MC,r2,year,thalesian_akk300m,-0.3439
entity,EN,obscure,rows_bare,last,pls5,entity_MC,spearman,year,thalesian_akk300m,0.2939
entity,EN,obscure,rows_bare,last,pls5,entity_MC,r2,year,thalesian_akk300m,-0.3548
entity,EN,obscure,rows_all,last,ridge,entity_MC,spearman,year,thalesian_akk300m,0.4179
entity,EN,obscure,rows_all,last,ridge,entity_MC,r2,year,thalesian_akk300m,-0.2233
entity,EN,obscure,rows_all,last,pls5,entity_MC,spearman,year,thalesian_akk300m,0.4268
entity,EN,obscure,rows_all,last,pls5,entity_MC,r2,year,thalesian_akk300m,-0.162
entity,EN,obscure,rows_bare,mean,ridge,entity_MC,spearman,year,thalesian_akk300m,0.4943
entity,EN,obscure,rows_bare,mean,ridge,entity_MC,r2,year,thalesian_akk300m,-0.1245
entity,EN,obscure,rows_bare,mean,pls5,entity_MC,spearman,year,thalesian_akk300m,0.3805
entity,EN,obscure,rows_bare,mean,pls5,entity_MC,r2,year,thalesian_akk300m,-0.4596
entity,EN,obscure,rows_all,mean,ridge,entity_MC,spearman,year,thalesian_akk300m,0.23
entity,EN,obscure,rows_all,mean,ridge,entity_MC,r2,year,thalesian_akk300m,-0.6596
entity,EN,obscure,rows_all,mean,pls5,entity_MC,spearman,year,thalesian_akk300m,0.3212
entity,EN,obscure,rows_all,mean,pls5,entity_MC,r2,year,thalesian_akk300m,-0.4911
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC,spearman,year,umt5_base,0.2866
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC,r2,year,umt5_base,-0.364
entity,EN,obscure,rows_bare,ent_last,pls5,entity_MC,spearman,year,umt5_base,0.2166
entity,EN,obscure,rows_bare,ent_last,pls5,entity_MC,r2,year,umt5_base,-0.4733
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC,spearman,year,umt5_base,0.2735
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC,r2,year,umt5_base,-0.4866
entity,EN,obscure,rows_all,ent_last,pls5,entity_MC,spearman,year,umt5_base,0.2806
entity,EN,obscure,rows_all,ent_last,pls5,entity_MC,r2,year,umt5_base,-0.432
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC,spearman,year,umt5_base,0.2589
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC,r2,year,umt5_base,-0.3981
entity,EN,obscure,rows_bare,ent_mean,pls5,entity_MC,spearman,year,umt5_base,0.2557
entity,EN,obscure,rows_bare,ent_mean,pls5,entity_MC,r2,year,umt5_base,-0.4127
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC,spearman,year,umt5_base,0.3461
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC,r2,year,umt5_base,-0.3858
entity,EN,obscure,rows_all,ent_mean,pls5,entity_MC,spearman,year,umt5_base,0.3226
entity,EN,obscure,rows_all,ent_mean,pls5,entity_MC,r2,year,umt5_base,-0.3488
entity,EN,obscure,rows_bare,last,ridge,entity_MC,spearman,year,umt5_base,0.2934
entity,EN,obscure,rows_bare,last,ridge,entity_MC,r2,year,umt5_base,-0.2197
entity,EN,obscure,rows_bare,last,pls5,entity_MC,spearman,year,umt5_base,0.2739
entity,EN,obscure,rows_bare,last,pls5,entity_MC,r2,year,umt5_base,-0.3177
entity,EN,obscure,rows_all,last,ridge,entity_MC,spearman,year,umt5_base,0.41
entity,EN,obscure,rows_all,last,ridge,entity_MC,r2,year,umt5_base,-0.1511
entity,EN,obscure,rows_all,last,pls5,entity_MC,spearman,year,umt5_base,0.4198
entity,EN,obscure,rows_all,last,pls5,entity_MC,r2,year,umt5_base,-0.1106
entity,EN,obscure,rows_bare,mean,ridge,entity_MC,spearman,year,umt5_base,0.2589
entity,EN,obscure,rows_bare,mean,ridge,entity_MC,r2,year,umt5_base,-0.3981
entity,EN,obscure,rows_bare,mean,pls5,entity_MC,spearman,year,umt5_base,0.2557
entity,EN,obscure,rows_bare,mean,pls5,entity_MC,r2,year,umt5_base,-0.4127
entity,EN,obscure,rows_all,mean,ridge,entity_MC,spearman,year,umt5_base,0.364
entity,EN,obscure,rows_all,mean,ridge,entity_MC,r2,year,umt5_base,-0.2706
entity,EN,obscure,rows_all,mean,pls5,entity_MC,spearman,year,umt5_base,0.3517
entity,EN,obscure,rows_all,mean,pls5,entity_MC,r2,year,umt5_base,-0.2562
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC,spearman,year,random,0.1625
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC,r2,year,random,-0.3505
entity,EN,obscure,rows_bare,ent_last,pls5,entity_MC,spearman,year,random,0.1445
entity,EN,obscure,rows_bare,ent_last,pls5,entity_MC,r2,year,random,-0.3058
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC,spearman,year,random,0.3224
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC,r2,year,random,-0.1703
entity,EN,obscure,rows_all,ent_last,pls5,entity_MC,spearman,year,random,0.3284
entity,EN,obscure,rows_all,ent_last,pls5,entity_MC,r2,year,random,-0.1668
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC,spearman,year,random,0.0823
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC,r2,year,random,-0.5299
entity,EN,obscure,rows_bare,ent_mean,pls5,entity_MC,spearman,year,random,0.092
entity,EN,obscure,rows_bare,ent_mean,pls5,entity_MC,r2,year,random,-0.7028
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC,spearman,year,random,0.091
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC,r2,year,random,-0.6192
entity,EN,obscure,rows_all,ent_mean,pls5,entity_MC,spearman,year,random,0.0807
entity,EN,obscure,rows_all,ent_mean,pls5,entity_MC,r2,year,random,-0.5927
entity,EN,obscure,rows_bare,last,ridge,entity_MC,spearman,year,random,0.1625
entity,EN,obscure,rows_bare,last,ridge,entity_MC,r2,year,random,-0.3505
entity,EN,obscure,rows_bare,last,pls5,entity_MC,spearman,year,random,0.1445
entity,EN,obscure,rows_bare,last,pls5,entity_MC,r2,year,random,-0.3058
entity,EN,obscure,rows_all,last,ridge,entity_MC,spearman,year,random,0.3181
entity,EN,obscure,rows_all,last,ridge,entity_MC,r2,year,random,-0.2342
entity,EN,obscure,rows_all,last,pls5,entity_MC,spearman,year,random,0.3289
entity,EN,obscure,rows_all,last,pls5,entity_MC,r2,year,random,-0.2405
entity,EN,obscure,rows_bare,mean,ridge,entity_MC,spearman,year,random,0.0186
entity,EN,obscure,rows_bare,mean,ridge,entity_MC,r2,year,random,-0.4989
entity,EN,obscure,rows_bare,mean,pls5,entity_MC,spearman,year,random,0.0584
entity,EN,obscure,rows_bare,mean,pls5,entity_MC,r2,year,random,-0.6858
entity,EN,obscure,rows_all,mean,ridge,entity_MC,spearman,year,random,0.1749
entity,EN,obscure,rows_all,mean,ridge,entity_MC,r2,year,random,-0.5515
entity,EN,obscure,rows_all,mean,pls5,entity_MC,spearman,year,random,0.1755
entity,EN,obscure,rows_all,mean,pls5,entity_MC,r2,year,random,-0.4745
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC,spearman,year,llama2_7b_random,0.4734
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC,r2,year,llama2_7b_random,0.0124
entity,EN,obscure,rows_bare,ent_last,pls5,entity_MC,spearman,year,llama2_7b_random,0.4741
entity,EN,obscure,rows_bare,ent_last,pls5,entity_MC,r2,year,llama2_7b_random,0.0124
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC,spearman,year,llama2_7b_random,0.4893
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC,r2,year,llama2_7b_random,0.0892
entity,EN,obscure,rows_all,ent_last,pls5,entity_MC,spearman,year,llama2_7b_random,0.481
entity,EN,obscure,rows_all,ent_last,pls5,entity_MC,r2,year,llama2_7b_random,0.0799
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC,spearman,year,llama2_7b_random,0.3107
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC,r2,year,llama2_7b_random,-0.3832
entity,EN,obscure,rows_bare,ent_mean,pls5,entity_MC,spearman,year,llama2_7b_random,0.2868
entity,EN,obscure,rows_bare,ent_mean,pls5,entity_MC,r2,year,llama2_7b_random,-0.4569
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC,spearman,year,llama2_7b_random,0.3191
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC,r2,year,llama2_7b_random,-0.3579
entity,EN,obscure,rows_all,ent_mean,pls5,entity_MC,spearman,year,llama2_7b_random,0.343
entity,EN,obscure,rows_all,ent_mean,pls5,entity_MC,r2,year,llama2_7b_random,-0.3535
entity,EN,obscure,rows_bare,last,ridge,entity_MC,spearman,year,llama2_7b_random,0.4734
entity,EN,obscure,rows_bare,last,ridge,entity_MC,r2,year,llama2_7b_random,0.0124
entity,EN,obscure,rows_bare,last,pls5,entity_MC,spearman,year,llama2_7b_random,0.4741
entity,EN,obscure,rows_bare,last,pls5,entity_MC,r2,year,llama2_7b_random,0.0124
entity,EN,obscure,rows_all,last,ridge,entity_MC,spearman,year,llama2_7b_random,0.4448
entity,EN,obscure,rows_all,last,ridge,entity_MC,r2,year,llama2_7b_random,-0.1294
entity,EN,obscure,rows_all,last,pls5,entity_MC,spearman,year,llama2_7b_random,0.4768
entity,EN,obscure,rows_all,last,pls5,entity_MC,r2,year,llama2_7b_random,-0.0754
entity,EN,obscure,rows_bare,mean,ridge,entity_MC,spearman,year,llama2_7b_random,0.2886
entity,EN,obscure,rows_bare,mean,ridge,entity_MC,r2,year,llama2_7b_random,-0.3912
entity,EN,obscure,rows_bare,mean,pls5,entity_MC,spearman,year,llama2_7b_random,0.2584
entity,EN,obscure,rows_bare,mean,pls5,entity_MC,r2,year,llama2_7b_random,-0.4246
entity,EN,obscure,rows_all,mean,ridge,entity_MC,spearman,year,llama2_7b_random,0.3861
entity,EN,obscure,rows_all,mean,ridge,entity_MC,r2,year,llama2_7b_random,-0.182
entity,EN,obscure,rows_all,mean,pls5,entity_MC,spearman,year,llama2_7b_random,0.377
entity,EN,obscure,rows_all,mean,pls5,entity_MC,r2,year,llama2_7b_random,-0.2639
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC,spearman,year,llama2_13b_random,0.3407
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC,r2,year,llama2_13b_random,-0.1832
entity,EN,obscure,rows_bare,ent_last,pls5,entity_MC,spearman,year,llama2_13b_random,0.3405
entity,EN,obscure,rows_bare,ent_last,pls5,entity_MC,r2,year,llama2_13b_random,-0.1789
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC,spearman,year,llama2_13b_random,0.4805
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC,r2,year,llama2_13b_random,-0.0192
entity,EN,obscure,rows_all,ent_last,pls5,entity_MC,spearman,year,llama2_13b_random,0.4788
entity,EN,obscure,rows_all,ent_last,pls5,entity_MC,r2,year,llama2_13b_random,-0.0205
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC,spearman,year,llama2_13b_random,0.3509
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC,r2,year,llama2_13b_random,-0.3691
entity,EN,obscure,rows_bare,ent_mean,pls5,entity_MC,spearman,year,llama2_13b_random,0.312
entity,EN,obscure,rows_bare,ent_mean,pls5,entity_MC,r2,year,llama2_13b_random,-0.3718
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC,spearman,year,llama2_13b_random,0.3294
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC,r2,year,llama2_13b_random,-0.3386
entity,EN,obscure,rows_all,ent_mean,pls5,entity_MC,spearman,year,llama2_13b_random,0.3527
entity,EN,obscure,rows_all,ent_mean,pls5,entity_MC,r2,year,llama2_13b_random,-0.3164
entity,EN,obscure,rows_bare,last,ridge,entity_MC,spearman,year,llama2_13b_random,0.2873
entity,EN,obscure,rows_bare,last,ridge,entity_MC,r2,year,llama2_13b_random,-0.228
entity,EN,obscure,rows_bare,last,pls5,entity_MC,spearman,year,llama2_13b_random,0.2854
entity,EN,obscure,rows_bare,last,pls5,entity_MC,r2,year,llama2_13b_random,-0.2185
entity,EN,obscure,rows_all,last,ridge,entity_MC,spearman,year,llama2_13b_random,0.3706
entity,EN,obscure,rows_all,last,ridge,entity_MC,r2,year,llama2_13b_random,-0.1427
entity,EN,obscure,rows_all,last,pls5,entity_MC,spearman,year,llama2_13b_random,0.3714
entity,EN,obscure,rows_all,last,pls5,entity_MC,r2,year,llama2_13b_random,-0.1415
entity,EN,obscure,rows_bare,mean,ridge,entity_MC,spearman,year,llama2_13b_random,0.3509
entity,EN,obscure,rows_bare,mean,ridge,entity_MC,r2,year,llama2_13b_random,-0.3691
entity,EN,obscure,rows_bare,mean,pls5,entity_MC,spearman,year,llama2_13b_random,0.312
entity,EN,obscure,rows_bare,mean,pls5,entity_MC,r2,year,llama2_13b_random,-0.3718
entity,EN,obscure,rows_all,mean,ridge,entity_MC,spearman,year,llama2_13b_random,0.414
entity,EN,obscure,rows_all,mean,ridge,entity_MC,r2,year,llama2_13b_random,-0.1722
entity,EN,obscure,rows_all,mean,pls5,entity_MC,spearman,year,llama2_13b_random,0.4285
entity,EN,obscure,rows_all,mean,pls5,entity_MC,r2,year,llama2_13b_random,-0.1771
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC,spearman,year,llama2_70b_random,0.4573
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC,r2,year,llama2_70b_random,-0.0536
entity,EN,obscure,rows_bare,ent_last,pls5,entity_MC,spearman,year,llama2_70b_random,0.4571
entity,EN,obscure,rows_bare,ent_last,pls5,entity_MC,r2,year,llama2_70b_random,-0.0502
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC,spearman,year,llama2_70b_random,0.4682
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC,r2,year,llama2_70b_random,-0.0016
entity,EN,obscure,rows_all,ent_last,pls5,entity_MC,spearman,year,llama2_70b_random,0.4691
entity,EN,obscure,rows_all,ent_last,pls5,entity_MC,r2,year,llama2_70b_random,-0.0022
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC,spearman,year,llama2_70b_random,0.3136
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC,r2,year,llama2_70b_random,-0.3509
entity,EN,obscure,rows_bare,ent_mean,pls5,entity_MC,spearman,year,llama2_70b_random,0.2804
entity,EN,obscure,rows_bare,ent_mean,pls5,entity_MC,r2,year,llama2_70b_random,-0.4312
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC,spearman,year,llama2_70b_random,0.2743
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC,r2,year,llama2_70b_random,-0.3756
entity,EN,obscure,rows_all,ent_mean,pls5,entity_MC,spearman,year,llama2_70b_random,0.2786
entity,EN,obscure,rows_all,ent_mean,pls5,entity_MC,r2,year,llama2_70b_random,-0.359
entity,EN,obscure,rows_bare,last,ridge,entity_MC,spearman,year,llama2_70b_random,0.2766
entity,EN,obscure,rows_bare,last,ridge,entity_MC,r2,year,llama2_70b_random,-0.2237
entity,EN,obscure,rows_bare,last,pls5,entity_MC,spearman,year,llama2_70b_random,0.2766
entity,EN,obscure,rows_bare,last,pls5,entity_MC,r2,year,llama2_70b_random,-0.2236
entity,EN,obscure,rows_all,last,ridge,entity_MC,spearman,year,llama2_70b_random,0.4438
entity,EN,obscure,rows_all,last,ridge,entity_MC,r2,year,llama2_70b_random,-0.0742
entity,EN,obscure,rows_all,last,pls5,entity_MC,spearman,year,llama2_70b_random,0.4431
entity,EN,obscure,rows_all,last,pls5,entity_MC,r2,year,llama2_70b_random,-0.0742
entity,EN,obscure,rows_bare,mean,ridge,entity_MC,spearman,year,llama2_70b_random,0.2121
entity,EN,obscure,rows_bare,mean,ridge,entity_MC,r2,year,llama2_70b_random,-0.46
entity,EN,obscure,rows_bare,mean,pls5,entity_MC,spearman,year,llama2_70b_random,0.1721
entity,EN,obscure,rows_bare,mean,pls5,entity_MC,r2,year,llama2_70b_random,-0.5338
entity,EN,obscure,rows_all,mean,ridge,entity_MC,spearman,year,llama2_70b_random,0.3844
entity,EN,obscure,rows_all,mean,ridge,entity_MC,r2,year,llama2_70b_random,-0.2474
entity,EN,obscure,rows_all,mean,pls5,entity_MC,spearman,year,llama2_70b_random,0.3693
entity,EN,obscure,rows_all,mean,pls5,entity_MC,r2,year,llama2_70b_random,-0.2494
entity,EN,obscure,rows_bare,text,ridge,entity_MC,spearman,year,tfidf,0.3439
entity,EN,obscure,rows_bare,text,ridge,entity_MC,r2,year,tfidf,-0.3445
entity,EN,obscure,rows_bare,text,pls5,entity_MC,spearman,year,tfidf,0.2877
entity,EN,obscure,rows_bare,text,pls5,entity_MC,r2,year,tfidf,-0.3549
entity,EN,obscure,rows_all,text,ridge,entity_MC,spearman,year,tfidf,0.3401
entity,EN,obscure,rows_all,text,ridge,entity_MC,r2,year,tfidf,-0.2933
entity,EN,obscure,rows_all,text,pls5,entity_MC,spearman,year,tfidf,0.3034
entity,EN,obscure,rows_all,text,pls5,entity_MC,r2,year,tfidf,-0.2893
