level,language,salience,cleaning,pooling,probe,protocol,metric,target,arm,value,readout
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC_heldout_entities,r2,year,llama2_13b,-0.3063,pls5
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC_heldout_entities,spearman,year,llama2_13b,0.3935,pls5
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC_heldout_entities,r2,year,llama2_13b,-0.3247,pls5
entity,EN,obscure,rows_bare,last,ridge,entity_MC_heldout_entities,spearman,year,llama2_13b,0.5791,pls5
entity,EN,obscure,rows_bare,last,ridge,entity_MC_heldout_entities,r2,year,llama2_13b,0.1441,pls5
entity,EN,obscure,rows_all,last,ridge,entity_MC_heldout_entities,spearman,year,llama2_13b,0.5619,pls5
entity,EN,obscure,rows_all,last,ridge,entity_MC_heldout_entities,r2,year,llama2_13b,0.0914,pls5
entity,EN,obscure,rows_bare,mean,ridge,entity_MC_heldout_entities,spearman,year,llama2_13b,0.3843,pls5
entity,EN,obscure,rows_bare,mean,ridge,entity_MC_heldout_entities,r2,year,llama2_13b,-0.3151,pls5
entity,EN,obscure,rows_all,mean,ridge,entity_MC_heldout_entities,spearman,year,llama2_13b,0.4329,pls5
entity,EN,obscure,rows_all,mean,ridge,entity_MC_heldout_entities,r2,year,llama2_13b,-0.2247,pls5
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC_heldout_entities,spearman,year,qwen3_32b,0.6493,pls5
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC_heldout_entities,r2,year,qwen3_32b,0.3328,pls5
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC_heldout_entities,spearman,year,qwen3_32b,0.6368,pls5
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC_heldout_entities,r2,year,qwen3_32b,0.3297,pls5
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC_heldout_entities,spearman,year,qwen3_32b,0.4296,pls5
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC_heldout_entities,r2,year,qwen3_32b,-0.2991,pls5
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC_heldout_entities,spearman,year,qwen3_32b,0.4288,pls5
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC_heldout_entities,r2,year,qwen3_32b,-0.2222,pls5
entity,EN,obscure,rows_bare,last,ridge,entity_MC_heldout_entities,spearman,year,qwen3_32b,0.6302,pls5
entity,EN,obscure,rows_bare,last,ridge,entity_MC_heldout_entities,r2,year,qwen3_32b,0.3458,pls5
entity,EN,obscure,rows_all,last,ridge,entity_MC_heldout_entities,spearman,year,qwen3_32b,0.5605,pls5
entity,EN,obscure,rows_all,last,ridge,entity_MC_heldout_entities,r2,year,qwen3_32b,0.1558,pls5
entity,EN,obscure,rows_bare,mean,ridge,entity_MC_heldout_entities,spearman,year,qwen3_32b,0.4296,pls5
entity,EN,obscure,rows_bare,mean,ridge,entity_MC_heldout_entities,r2,year,qwen3_32b,-0.2991,pls5
entity,EN,obscure,rows_all,mean,ridge,entity_MC_heldout_entities,spearman,year,qwen3_32b,0.4779,pls5
entity,EN,obscure,rows_all,mean,ridge,entity_MC_heldout_entities,r2,year,qwen3_32b,-0.1207,pls5
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC_heldout_entities,spearman,year,llama2_7b,0.447,pls5
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC_heldout_entities,r2,year,llama2_7b,-0.0207,pls5
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC_heldout_entities,spearman,year,llama2_7b,0.4429,pls5
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC_heldout_entities,r2,year,llama2_7b,0.0139,pls5
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC_heldout_entities,spearman,year,llama2_7b,0.3927,pls5
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC_heldout_entities,r2,year,llama2_7b,-0.3309,pls5
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC_heldout_entities,spearman,year,llama2_7b,0.4343,pls5
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC_heldout_entities,r2,year,llama2_7b,-0.2251,pls5
entity,EN,obscure,rows_bare,last,ridge,entity_MC_heldout_entities,spearman,year,llama2_7b,0.4288,pls5
entity,EN,obscure,rows_bare,last,ridge,entity_MC_heldout_entities,r2,year,llama2_7b,-0.1927,pls5
entity,EN,obscure,rows_all,last,ridge,entity_MC_heldout_entities,spearman,year,llama2_7b,0.4457,pls5
entity,EN,obscure,rows_all,last,ridge,entity_MC_heldout_entities,r2,year,llama2_7b,-0.0954,pls5
entity,EN,obscure,rows_bare,mean,ridge,entity_MC_heldout_entities,spearman,year,llama2_7b,0.3688,pls5
entity,EN,obscure,rows_bare,mean,ridge,entity_MC_heldout_entities,r2,year,llama2_7b,-0.5149,pls5
entity,EN,obscure,rows_all,mean,ridge,entity_MC_heldout_entities,spearman,year,llama2_7b,0.4493,pls5
entity,EN,obscure,rows_all,mean,ridge,entity_MC_heldout_entities,r2,year,llama2_7b,-0.2958,pls5
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC_heldout_entities,spearman,year,qwen3_8b,0.5518,pls5
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC_heldout_entities,r2,year,qwen3_8b,0.21,pls5
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC_heldout_entities,spearman,year,qwen3_8b,0.5798,pls5
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC_heldout_entities,r2,year,qwen3_8b,0.2569,pls5
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC_heldout_entities,spearman,year,qwen3_8b,0.333,pls5
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC_heldout_entities,r2,year,qwen3_8b,-0.5641,pls5
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC_heldout_entities,spearman,year,qwen3_8b,0.4065,pls5
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC_heldout_entities,r2,year,qwen3_8b,-0.3161,pls5
entity,EN,obscure,rows_bare,last,ridge,entity_MC_heldout_entities,spearman,year,qwen3_8b,0.5518,pls5
entity,EN,obscure,rows_bare,last,ridge,entity_MC_heldout_entities,r2,year,qwen3_8b,0.21,pls5
entity,EN,obscure,rows_all,last,ridge,entity_MC_heldout_entities,spearman,year,qwen3_8b,0.5596,pls5
entity,EN,obscure,rows_all,last,ridge,entity_MC_heldout_entities,r2,year,qwen3_8b,0.1341,pls5
entity,EN,obscure,rows_bare,mean,ridge,entity_MC_heldout_entities,spearman,year,qwen3_8b,0.4582,pls5
entity,EN,obscure,rows_bare,mean,ridge,entity_MC_heldout_entities,r2,year,qwen3_8b,-0.1354,pls5
entity,EN,obscure,rows_all,mean,ridge,entity_MC_heldout_entities,spearman,year,qwen3_8b,0.4841,pls5
entity,EN,obscure,rows_all,mean,ridge,entity_MC_heldout_entities,r2,year,qwen3_8b,-0.0846,pls5
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC_heldout_entities,spearman,year,qwen3_1b7,0.4382,pls5
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC_heldout_entities,r2,year,qwen3_1b7,-0.0493,pls5
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC_heldout_entities,spearman,year,qwen3_1b7,0.434,pls5
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC_heldout_entities,r2,year,qwen3_1b7,-0.0089,pls5
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC_heldout_entities,spearman,year,qwen3_1b7,0.3738,pls5
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC_heldout_entities,r2,year,qwen3_1b7,-0.4156,pls5
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC_heldout_entities,spearman,year,qwen3_1b7,0.36,pls5
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC_heldout_entities,r2,year,qwen3_1b7,-0.3684,pls5
entity,EN,obscure,rows_bare,last,ridge,entity_MC_heldout_entities,spearman,year,qwen3_1b7,0.3173,pls5
entity,EN,obscure,rows_bare,last,ridge,entity_MC_heldout_entities,r2,year,qwen3_1b7,-0.3475,pls5
entity,EN,obscure,rows_all,last,ridge,entity_MC_heldout_entities,spearman,year,qwen3_1b7,0.4714,pls5
entity,EN,obscure,rows_all,last,ridge,entity_MC_heldout_entities,r2,year,qwen3_1b7,-0.1184,pls5
entity,EN,obscure,rows_bare,mean,ridge,entity_MC_heldout_entities,spearman,year,qwen3_1b7,0.3738,pls5
entity,EN,obscure,rows_bare,mean,ridge,entity_MC_heldout_entities,r2,year,qwen3_1b7,-0.4156,pls5
entity,EN,obscure,rows_all,mean,ridge,entity_MC_heldout_entities,spearman,year,qwen3_1b7,0.3822,pls5
entity,EN,obscure,rows_all,mean,ridge,entity_MC_heldout_entities,r2,year,qwen3_1b7,-0.3207,pls5
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC_heldout_entities,spearman,year,thalesian_cunei400m,0.4163,pls5
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC_heldout_entities,r2,year,thalesian_cunei400m,-0.0491,pls5
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC_heldout_entities,spearman,year,thalesian_cunei400m,0.3846,pls5
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC_heldout_entities,r2,year,thalesian_cunei400m,-0.1865,pls5
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC_heldout_entities,spearman,year,thalesian_cunei400m,0.3968,pls5
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC_heldout_entities,r2,year,thalesian_cunei400m,-0.3062,pls5
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC_heldout_entities,spearman,year,thalesian_cunei400m,0.4094,pls5
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC_heldout_entities,r2,year,thalesian_cunei400m,-0.2748,pls5
entity,EN,obscure,rows_bare,last,ridge,entity_MC_heldout_entities,spearman,year,thalesian_cunei400m,0.3596,pls5
entity,EN,obscure,rows_bare,last,ridge,entity_MC_heldout_entities,r2,year,thalesian_cunei400m,-0.1726,pls5
entity,EN,obscure,rows_all,last,ridge,entity_MC_heldout_entities,spearman,year,thalesian_cunei400m,0.4997,pls5
entity,EN,obscure,rows_all,last,ridge,entity_MC_heldout_entities,r2,year,thalesian_cunei400m,0.0148,pls5
entity,EN,obscure,rows_bare,mean,ridge,entity_MC_heldout_entities,spearman,year,thalesian_cunei400m,0.3968,pls5
entity,EN,obscure,rows_bare,mean,ridge,entity_MC_heldout_entities,r2,year,thalesian_cunei400m,-0.3062,pls5
entity,EN,obscure,rows_all,mean,ridge,entity_MC_heldout_entities,spearman,year,thalesian_cunei400m,0.4587,pls5
entity,EN,obscure,rows_all,mean,ridge,entity_MC_heldout_entities,r2,year,thalesian_cunei400m,-0.2117,pls5
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC_heldout_entities,spearman,year,thalesian_akk300m,0.2863,pls5
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC_heldout_entities,r2,year,thalesian_akk300m,-0.3379,pls5
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC_heldout_entities,spearman,year,thalesian_akk300m,0.2937,pls5
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC_heldout_entities,r2,year,thalesian_akk300m,-0.3342,pls5
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC_heldout_entities,spearman,year,thalesian_akk300m,0.3805,pls5
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC_heldout_entities,r2,year,thalesian_akk300m,-0.4596,pls5
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC_heldout_entities,spearman,year,thalesian_akk300m,0.2905,pls5
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC_heldout_entities,r2,year,thalesian_akk300m,-0.5975,pls5
entity,EN,obscure,rows_bare,last,ridge,entity_MC_heldout_entities,spearman,year,thalesian_akk300m,0.2939,pls5
entity,EN,obscure,rows_bare,last,ridge,entity_MC_heldout_entities,r2,year,thalesian_akk300m,-0.3548,pls5
entity,EN,obscure,rows_all,last,ridge,entity_MC_heldout_entities,spearman,year,thalesian_akk300m,0.4268,pls5
entity,EN,obscure,rows_all,last,ridge,entity_MC_heldout_entities,r2,year,thalesian_akk300m,-0.162,pls5
entity,EN,obscure,rows_bare,mean,ridge,entity_MC_heldout_entities,spearman,year,thalesian_akk300m,0.3805,pls5
entity,EN,obscure,rows_bare,mean,ridge,entity_MC_heldout_entities,r2,year,thalesian_akk300m,-0.4596,pls5
entity,EN,obscure,rows_all,mean,ridge,entity_MC_heldout_entities,spearman,year,thalesian_akk300m,0.3212,pls5
entity,EN,obscure,rows_all,mean,ridge,entity_MC_heldout_entities,r2,year,thalesian_akk300m,-0.4911,pls5
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC_heldout_entities,spearman,year,umt5_base,0.2166,pls5
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC_heldout_entities,r2,year,umt5_base,-0.4733,pls5
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC_heldout_entities,spearman,year,umt5_base,0.2806,pls5
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC_heldout_entities,r2,year,umt5_base,-0.432,pls5
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC_heldout_entities,spearman,year,umt5_base,0.2557,pls5
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC_heldout_entities,r2,year,umt5_base,-0.4127,pls5
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC_heldout_entities,spearman,year,umt5_base,0.3226,pls5
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC_heldout_entities,r2,year,umt5_base,-0.3488,pls5
entity,EN,obscure,rows_bare,last,ridge,entity_MC_heldout_entities,spearman,year,umt5_base,0.2739,pls5
entity,EN,obscure,rows_bare,last,ridge,entity_MC_heldout_entities,r2,year,umt5_base,-0.3177,pls5
entity,EN,obscure,rows_all,last,ridge,entity_MC_heldout_entities,spearman,year,umt5_base,0.4198,pls5
entity,EN,obscure,rows_all,last,ridge,entity_MC_heldout_entities,r2,year,umt5_base,-0.1106,pls5
entity,EN,obscure,rows_bare,mean,ridge,entity_MC_heldout_entities,spearman,year,umt5_base,0.2557,pls5
entity,EN,obscure,rows_bare,mean,ridge,entity_MC_heldout_entities,r2,year,umt5_base,-0.4127,pls5
entity,EN,obscure,rows_all,mean,ridge,entity_MC_heldout_entities,spearman,year,umt5_base,0.3517,pls5
entity,EN,obscure,rows_all,mean,ridge,entity_MC_heldout_entities,r2,year,umt5_base,-0.2562,pls5
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC_heldout_entities,spearman,year,random,0.1445,pls5
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC_heldout_entities,r2,year,random,-0.3058,pls5
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC_heldout_entities,spearman,year,random,0.3284,pls5
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC_heldout_entities,r2,year,random,-0.1668,pls5
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC_heldout_entities,spearman,year,random,0.092,pls5
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC_heldout_entities,r2,year,random,-0.7028,pls5
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC_heldout_entities,spearman,year,random,0.0807,pls5
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC_heldout_entities,r2,year,random,-0.5927,pls5
entity,EN,obscure,rows_bare,last,ridge,entity_MC_heldout_entities,spearman,year,random,0.1445,pls5
entity,EN,obscure,rows_bare,last,ridge,entity_MC_heldout_entities,r2,year,random,-0.3058,pls5
entity,EN,obscure,rows_all,last,ridge,entity_MC_heldout_entities,spearman,year,random,0.3289,pls5
entity,EN,obscure,rows_all,last,ridge,entity_MC_heldout_entities,r2,year,random,-0.2405,pls5
entity,EN,obscure,rows_bare,mean,ridge,entity_MC_heldout_entities,spearman,year,random,0.0584,pls5
entity,EN,obscure,rows_bare,mean,ridge,entity_MC_heldout_entities,r2,year,random,-0.6858,pls5
entity,EN,obscure,rows_all,mean,ridge,entity_MC_heldout_entities,spearman,year,random,0.1755,pls5
entity,EN,obscure,rows_all,mean,ridge,entity_MC_heldout_entities,r2,year,random,-0.4745,pls5
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC_heldout_entities,spearman,year,llama2_7b_random,0.4741,pls5
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC_heldout_entities,r2,year,llama2_7b_random,0.0124,pls5
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC_heldout_entities,spearman,year,llama2_7b_random,0.481,pls5
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC_heldout_entities,r2,year,llama2_7b_random,0.0799,pls5
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC_heldout_entities,spearman,year,llama2_7b_random,0.2868,pls5
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC_heldout_entities,r2,year,llama2_7b_random,-0.4569,pls5
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC_heldout_entities,spearman,year,llama2_7b_random,0.343,pls5
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC_heldout_entities,r2,year,llama2_7b_random,-0.3535,pls5
entity,EN,obscure,rows_bare,last,ridge,entity_MC_heldout_entities,spearman,year,llama2_7b_random,0.4741,pls5
entity,EN,obscure,rows_bare,last,ridge,entity_MC_heldout_entities,r2,year,llama2_7b_random,0.0124,pls5
entity,EN,obscure,rows_all,last,ridge,entity_MC_heldout_entities,spearman,year,llama2_7b_random,0.4768,pls5
entity,EN,obscure,rows_all,last,ridge,entity_MC_heldout_entities,r2,year,llama2_7b_random,-0.0754,pls5
entity,EN,obscure,rows_bare,mean,ridge,entity_MC_heldout_entities,spearman,year,llama2_7b_random,0.2584,pls5
entity,EN,obscure,rows_bare,mean,ridge,entity_MC_heldout_entities,r2,year,llama2_7b_random,-0.4246,pls5
entity,EN,obscure,rows_all,mean,ridge,entity_MC_heldout_entities,spearman,year,llama2_7b_random,0.377,pls5
entity,EN,obscure,rows_all,mean,ridge,entity_MC_heldout_entities,r2,year,llama2_7b_random,-0.2639,pls5
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC_heldout_entities,spearman,year,llama2_13b_random,0.3405,pls5
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC_heldout_entities,r2,year,llama2_13b_random,-0.1789,pls5
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC_heldout_entities,spearman,year,llama2_13b_random,0.4788,pls5
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC_heldout_entities,r2,year,llama2_13b_random,-0.0205,pls5
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC_heldout_entities,spearman,year,llama2_13b_random,0.312,pls5
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC_heldout_entities,r2,year,llama2_13b_random,-0.3718,pls5
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC_heldout_entities,spearman,year,llama2_13b_random,0.3527,pls5
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC_heldout_entities,r2,year,llama2_13b_random,-0.3164,pls5
entity,EN,obscure,rows_bare,last,ridge,entity_MC_heldout_entities,spearman,year,llama2_13b_random,0.2854,pls5
entity,EN,obscure,rows_bare,last,ridge,entity_MC_heldout_entities,r2,year,llama2_13b_random,-0.2185,pls5
entity,EN,obscure,rows_all,last,ridge,entity_MC_heldout_entities,spearman,year,llama2_13b_random,0.3714,pls5
entity,EN,obscure,rows_all,last,ridge,entity_MC_heldout_entities,r2,year,llama2_13b_random,-0.1415,pls5
entity,EN,obscure,rows_bare,mean,ridge,entity_MC_heldout_entities,spearman,year,llama2_13b_random,0.312,pls5
entity,EN,obscure,rows_bare,mean,ridge,entity_MC_heldout_entities,r2,year,llama2_13b_random,-0.3718,pls5
entity,EN,obscure,rows_all,mean,ridge,entity_MC_heldout_entities,spearman,year,llama2_13b_random,0.4285,pls5
entity,EN,obscure,rows_all,mean,ridge,entity_MC_heldout_entities,r2,year,llama2_13b_random,-0.1771,pls5
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC_heldout_entities,spearman,year,llama2_70b_random,0.4571,pls5
entity,EN,obscure,rows_bare,ent_last,ridge,entity_MC_heldout_entities,r2,year,llama2_70b_random,-0.0502,pls5
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC_heldout_entities,spearman,year,llama2_70b_random,0.4691,pls5
entity,EN,obscure,rows_all,ent_last,ridge,entity_MC_heldout_entities,r2,year,llama2_70b_random,-0.0022,pls5
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC_heldout_entities,spearman,year,llama2_70b_random,0.2804,pls5
entity,EN,obscure,rows_bare,ent_mean,ridge,entity_MC_heldout_entities,r2,year,llama2_70b_random,-0.4312,pls5
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC_heldout_entities,spearman,year,llama2_70b_random,0.2786,pls5
entity,EN,obscure,rows_all,ent_mean,ridge,entity_MC_heldout_entities,r2,year,llama2_70b_random,-0.359,pls5
entity,EN,obscure,rows_bare,last,ridge,entity_MC_heldout_entities,spearman,year,llama2_70b_random,0.2766,pls5
entity,EN,obscure,rows_bare,last,ridge,entity_MC_heldout_entities,r2,year,llama2_70b_random,-0.2236,pls5
entity,EN,obscure,rows_all,last,ridge,entity_MC_heldout_entities,spearman,year,llama2_70b_random,0.4431,pls5
entity,EN,obscure,rows_all,last,ridge,entity_MC_heldout_entities,r2,year,llama2_70b_random,-0.0742,pls5
entity,EN,obscure,rows_bare,mean,ridge,entity_MC_heldout_entities,spearman,year,llama2_70b_random,0.1721,pls5
entity,EN,obscure,rows_bare,mean,ridge,entity_MC_heldout_entities,r2,year,llama2_70b_random,-0.5338,pls5
entity,EN,obscure,rows_all,mean,ridge,entity_MC_heldout_entities,spearman,year,llama2_70b_random,0.3693,pls5
entity,EN,obscure,rows_all,mean,ridge,entity_MC_heldout_entities,r2,year,llama2_70b_random,-0.2494,pls5
entity,EN,obscure,rows_bare,text,ridge,entity_MC_heldout_entities,spearman,year,tfidf,0.2877,pls5
entity,EN,obscure,rows_bare,text,ridge,entity_MC_heldout_entities,r2,year,tfidf,-0.3549,pls5
entity,EN,obscure,rows_all,text,ridge,entity_MC_heldout_entities,spearman,year,tfidf,0.3034,pls5
entity,EN,obscure,rows_all,text,ridge,entity_MC_heldout_entities,r2,year,tfidf,-0.2893,pls5
fragment,AKK,obscure,maximal,last,ridge,ruler_MC_r8_group,r2,year,llama2_70b,-0.2212,ridge (PLS has no R²)
fragment,AKK,obscure,maximal,mean,ridge,ruler_MC_r8_group,r2,year,llama2_70b,-0.2212,ridge (PLS has no R²)
fragment,EN,obscure,tier0,last,ridge,ruler_MC_r8_group,r2,year,llama2_70b,-0.2212,ridge (PLS has no R²)
fragment,EN,obscure,tier0,mean,ridge,ruler_MC_r8_group,r2,year,llama2_70b,-0.221,ridge (PLS has no R²)
fragment,AKK,obscure,maximal,last,ridge,ruler_MC_r8_group,r2,year,gpt_oss_120b,-0.2212,ridge (PLS has no R²)
fragment,AKK,obscure,maximal,mean,ridge,ruler_MC_r8_group,r2,year,gpt_oss_120b,-0.2212,ridge (PLS has no R²)
fragment,EN,obscure,tier0,last,ridge,ruler_MC_r8_group,r2,year,gpt_oss_120b,-0.2213,ridge (PLS has no R²)
fragment,EN,obscure,tier0,mean,ridge,ruler_MC_r8_group,r2,year,gpt_oss_120b,-0.2211,ridge (PLS has no R²)
fragment,AKK,obscure,maximal,last,ridge,ruler_MC_r8_group,r2,year,llama2_13b,-0.2212,ridge (PLS has no R²)
fragment,AKK,obscure,maximal,mean,ridge,ruler_MC_r8_group,r2,year,llama2_13b,-0.2211,ridge (PLS has no R²)
fragment,EN,obscure,tier0,last,ridge,ruler_MC_r8_group,r2,year,llama2_13b,-0.2211,ridge (PLS has no R²)
fragment,EN,obscure,tier0,mean,ridge,ruler_MC_r8_group,r2,year,llama2_13b,-0.2211,ridge (PLS has no R²)
fragment,AKK,obscure,maximal,last,ridge,ruler_MC_r8_group,r2,year,qwen3_32b,-0.2213,ridge (PLS has no R²)
fragment,AKK,obscure,maximal,mean,ridge,ruler_MC_r8_group,r2,year,qwen3_32b,-0.2212,ridge (PLS has no R²)
fragment,EN,obscure,tier0,last,ridge,ruler_MC_r8_group,r2,year,qwen3_32b,-0.2214,ridge (PLS has no R²)
fragment,EN,obscure,tier0,mean,ridge,ruler_MC_r8_group,r2,year,qwen3_32b,-0.2212,ridge (PLS has no R²)
fragment,AKK,obscure,maximal,last,ridge,ruler_MC_r8_group,r2,year,llama2_7b,-0.2212,ridge (PLS has no R²)
fragment,AKK,obscure,maximal,mean,ridge,ruler_MC_r8_group,r2,year,llama2_7b,-0.221,ridge (PLS has no R²)
fragment,EN,obscure,tier0,last,ridge,ruler_MC_r8_group,r2,year,llama2_7b,-0.2211,ridge (PLS has no R²)
fragment,EN,obscure,tier0,mean,ridge,ruler_MC_r8_group,r2,year,llama2_7b,-0.2208,ridge (PLS has no R²)
fragment,AKK,obscure,maximal,last,ridge,ruler_MC_r8_group,r2,year,qwen3_8b,-0.2212,ridge (PLS has no R²)
fragment,AKK,obscure,maximal,mean,ridge,ruler_MC_r8_group,r2,year,qwen3_8b,-0.2211,ridge (PLS has no R²)
fragment,EN,obscure,tier0,last,ridge,ruler_MC_r8_group,r2,year,qwen3_8b,-0.2213,ridge (PLS has no R²)
fragment,EN,obscure,tier0,mean,ridge,ruler_MC_r8_group,r2,year,qwen3_8b,-0.2212,ridge (PLS has no R²)
fragment,AKK,obscure,maximal,last,ridge,ruler_MC_r8_group,r2,year,qwen3_1b7,-0.2212,ridge (PLS has no R²)
fragment,AKK,obscure,maximal,mean,ridge,ruler_MC_r8_group,r2,year,qwen3_1b7,-0.2211,ridge (PLS has no R²)
fragment,EN,obscure,tier0,last,ridge,ruler_MC_r8_group,r2,year,qwen3_1b7,-0.2213,ridge (PLS has no R²)
fragment,EN,obscure,tier0,mean,ridge,ruler_MC_r8_group,r2,year,qwen3_1b7,-0.2212,ridge (PLS has no R²)
fragment,AKK,obscure,maximal,last,ridge,ruler_MC_r8_group,r2,year,thalesian_cunei400m,-0.2212,ridge (PLS has no R²)
fragment,AKK,obscure,maximal,mean,ridge,ruler_MC_r8_group,r2,year,thalesian_cunei400m,-0.2211,ridge (PLS has no R²)
fragment,EN,obscure,tier0,last,ridge,ruler_MC_r8_group,r2,year,thalesian_cunei400m,-0.2211,ridge (PLS has no R²)
fragment,EN,obscure,tier0,mean,ridge,ruler_MC_r8_group,r2,year,thalesian_cunei400m,-0.2213,ridge (PLS has no R²)
fragment,AKK,obscure,maximal,last,ridge,ruler_MC_r8_group,r2,year,thalesian_akk300m,-0.2199,ridge (PLS has no R²)
fragment,AKK,obscure,maximal,mean,ridge,ruler_MC_r8_group,r2,year,thalesian_akk300m,-0.2202,ridge (PLS has no R²)
fragment,EN,obscure,tier0,last,ridge,ruler_MC_r8_group,r2,year,thalesian_akk300m,-0.22,ridge (PLS has no R²)
fragment,EN,obscure,tier0,mean,ridge,ruler_MC_r8_group,r2,year,thalesian_akk300m,-0.2164,ridge (PLS has no R²)
fragment,AKK,obscure,maximal,last,ridge,ruler_MC_r8_group,r2,year,umt5_base,-0.2213,ridge (PLS has no R²)
fragment,AKK,obscure,maximal,mean,ridge,ruler_MC_r8_group,r2,year,umt5_base,-0.221,ridge (PLS has no R²)
fragment,EN,obscure,tier0,last,ridge,ruler_MC_r8_group,r2,year,umt5_base,-0.221,ridge (PLS has no R²)
fragment,EN,obscure,tier0,mean,ridge,ruler_MC_r8_group,r2,year,umt5_base,-0.2207,ridge (PLS has no R²)
