regime,model,cleaning,pool,layer,year_transform,spearman_mean,spearman_std,r2_mean,r2_std,mae_mean,mae_std,mase_mean,mdape_mean,shuffled_spearman_mean,shuffled_r2_mean,n_valid_folds_or_draws
imbalanced,thalesian_cunei400m,tier0,last,2,raw,0.10351497631258211,0.19455623272140918,-0.006242393835533044,0.005839576286398164,89.2697914715983,12.003420414800903,1.640401571613382,8.79845236880677,0.03048150915318448,-0.02040665354302318,3
imbalanced,thalesian_cunei400m,tier0,last,2,log,-0.05563155740235087,0.0971860991263664,-0.0447434604311161,0.02482047813615517,96.58382344127318,5.250736519118603,1.7660940640446725,9.671177870749952,0.018341912808590294,-0.04272257690813119,3
imbalanced,thalesian_cunei400m,tier0,last,3,raw,0.1074578978557757,0.18686706325634425,-0.005983807734163331,0.005855603877306658,89.26907238699228,11.988122857116313,1.6403709850902068,8.792879797807169,0.041599962196274126,-0.020365922157983867,3
imbalanced,thalesian_cunei400m,tier0,last,3,log,-0.01892959389374416,0.10822194199703235,-0.04414438970854976,0.024942762216319244,96.53583956717789,5.202176367247886,1.765164097095073,9.662231155995059,0.03588892070278478,-0.042669027836296,3
imbalanced,thalesian_cunei400m,tier0,last,4,raw,0.09165961978021175,0.17384109901352315,-0.00601357696551023,0.005837447114128325,89.27709478983418,11.983713868845564,1.6405121223083474,8.789821200838723,0.04794477942515913,-0.020346907349950778,3
imbalanced,thalesian_cunei400m,tier0,last,4,log,-0.0024065632233942155,0.12581600569659626,-0.04405513429752291,0.02500210526849104,96.52880719118913,5.18116498466433,1.7650117093825577,9.66468775922866,0.047909295567515685,-0.0425870686807626,3
imbalanced,thalesian_cunei400m,tier0,last,5,raw,0.12363741989470511,0.1839013124999079,-0.00587303899684366,0.005886779886087339,89.26574554028116,11.982782867640488,1.6403040765781798,8.790729953351141,0.07025632577948883,-0.020310774492895273,3
imbalanced,thalesian_cunei400m,tier0,last,5,log,-0.016141046099392504,0.10161062011605576,-0.044026912760648886,0.024927954293187088,96.52396995129679,5.17819603191972,1.7649207013882826,9.65691811236853,0.07192688832230053,-0.04252971729042332,3
imbalanced,thalesian_cunei400m,tier0,last,6,raw,0.1531095645810369,0.20770358699963912,-0.0056098563782495114,0.006202021120684063,89.24086481976394,11.977883383925377,1.639844992615437,8.796834002224541,0.061746075074133856,-0.02024906375737971,3
imbalanced,thalesian_cunei400m,tier0,last,6,log,-0.05060469007687483,0.08500105959906311,-0.044532965201121634,0.024795464409736158,96.53574303575779,5.1838725069613245,1.7651398644006682,9.663667435816729,0.07081909737324506,-0.042285110100401,3
imbalanced,thalesian_cunei400m,tier0,last,7,raw,0.1757267976828372,0.21720933750480717,-0.005378334725593977,0.006629370303267865,89.22004519684027,11.97178160549408,1.6394578536678772,8.809456739976692,0.05119629165289846,-0.02022092102506849,3
imbalanced,thalesian_cunei400m,tier0,last,7,log,-0.0789631768806254,0.08699871778016563,-0.046238339095826385,0.024358104536094723,96.62516249234257,5.238382759675313,1.766826259133005,9.708140922331038,0.06278679451191246,-0.04227845203143917,3
imbalanced,thalesian_cunei400m,tier0,last,8,raw,0.1621148928000619,0.18140495188530784,-0.004914124893151239,0.007223077181019457,89.17590716064869,11.963068143751366,1.6386430102565281,8.818348660571038,0.06490090574698422,-0.020063321472053364,3
imbalanced,thalesian_cunei400m,tier0,last,8,log,-0.10828843106475743,0.07424941922990293,-0.04768599469630286,0.02399602537353057,96.6751347845216,5.3030079307817966,1.7678032397085268,9.7415057898303,0.05803987342335435,-0.04167588072011167,3
imbalanced,thalesian_cunei400m,tier0,last,9,raw,0.1823171256398126,0.1914346916917868,-0.004344067820038118,0.007776102574422987,89.12875896990052,11.938912127924592,1.6377553095052484,8.818935479617819,0.059304098587483554,-0.02003783980996321,3
imbalanced,thalesian_cunei400m,tier0,last,9,log,-0.12236941528688848,0.06195789133074894,-0.04978068742211176,0.023491275918343334,96.7764920393717,5.359662780902208,1.769706366790188,9.793247966097065,0.06278396178890115,-0.04161920359306204,3
imbalanced,thalesian_cunei400m,tier0,last,10,raw,0.22375017672848574,0.20791075361138536,-0.0029169322737466383,0.00881379249999781,89.0131941622069,11.903428852300829,1.6356075941246422,8.833122817080097,0.04325801870417697,-0.020071140378436308,3
imbalanced,thalesian_cunei400m,tier0,last,10,log,-0.13436118522787782,0.06851836482291178,-0.05324241029686916,0.023142842361279482,96.97975430531748,5.486915364327786,1.7735424066230099,9.896303652042663,0.041305404721204544,-0.04164605528352076,3
imbalanced,thalesian_cunei400m,tier0,last,11,raw,0.21983051734009498,0.20899225790876305,-0.0015101770496876628,0.010660715843058713,88.91447908029579,11.804548010964407,1.6336872956341875,8.829094400341697,0.03532336024062381,-0.0199446823951895,3
imbalanced,thalesian_cunei400m,tier0,last,11,log,-0.14099643320977143,0.07714154875962437,-0.058023013896816744,0.023463276649958592,97.34515768871624,5.672965131033969,1.7803963521127741,10.085004629939768,0.009733147892424382,-0.041157944419023394,3
imbalanced,thalesian_cunei400m,tier0,last,12,raw,0.24132688531597027,0.1501469454100733,0.04884655245934081,0.06490787525075992,85.43692730860833,8.818869065848258,1.5655442061555789,7.915706040506933,0.004874633349697603,-0.03444235461196906,3
imbalanced,thalesian_cunei400m,tier0,last,12,log,0.04403410062214977,0.08556974358383895,-0.2839771492816469,0.19404150721094138,105.43291710686456,10.04685600943827,1.932730581695048,10.246168209984816,-0.020281725232181542,-0.15273165829698687,3
imbalanced,thalesian_cunei400m,maximal,mean,0,raw,0.2530125050831969,0.10509914289941094,0.0432515863188185,0.04480077453099311,86.12375252538224,8.814364773132912,1.5794719922224985,8.321035342835597,-0.010756261853795607,-0.019499227339552155,3
