regime,year_transform,spearman_mean,spearman_std,mae_mean,mae_std,r2_mean,r2_std,n_valid_folds_or_draws
imbalanced,raw,0.6160596423481587,0.11812293588802301,47.77884113694903,17.176654654824826,0.30793697145446414,0.19557048408645555,3
imbalanced,log,0.51897467469056,0.13960245713777003,175.79949477213674,32.80129889679981,-1.554275939398675,0.8242047237241622,3
balanced,raw,0.20320384616510814,0.08257848208607163,40.625548328218,0.23772190506028382,-0.27254144195990454,0.029652914372167813,200
balanced,log,0.19448800503262725,0.08368680300928774,40.186088072761606,0.23554489621158778,-0.2034744327086994,0.026975973746764685,200
