regime,model,cleaning,pool,layer,year_transform,k,spearman_mean,spearman_std,r2_mean,r2_std,mae_mean,mae_std,mase_mean,mdape_mean,shuffled_spearman_mean,shuffled_r2_mean,n_valid_folds,n_total_folds
imbalanced,thalesian_cunei400m,tier0,mean,9,raw,2,0.4450077404071706,0.24922937505946127,0.09202913252908222,0.10832245619610002,77.25697971123634,7.59550385476719,1.4018335479456503,6.771673877070261,0.013223569709751469,-0.08998441183915855,3,5
imbalanced,thalesian_cunei400m,tier0,mean,9,raw,3,0.42901525245178934,0.2419656930248663,0.10060820023526458,0.12247252116577022,80.68076916020185,8.94674071373422,1.4635326650001932,7.179090222429036,-0.002223509339325381,-0.1263890591253453,3,5
imbalanced,thalesian_cunei400m,tier0,mean,9,raw,5,0.3860554612893739,0.19472398423526652,-0.002772806396075763,0.14394646046173112,85.94019239524734,6.1715098938497235,1.5600033930537602,7.421238238936714,0.01967133507845991,-0.14149689591999884,3,5
imbalanced,thalesian_cunei400m,tier0,mean,9,log,1,0.1173829520261241,0.08393789096639329,-0.0004592691312542696,0.03840099263115362,0.23366038590775315,0.030158942858999692,1.9624357321393855,1.8836646662710417,0.018116985426323964,-0.03814241867167981,3,5
imbalanced,thalesian_cunei400m,tier0,mean,9,log,2,0.39024027026055536,0.13573441388441676,0.00731957004447048,0.10713790613393168,0.24690266712286293,0.043966797350501734,2.075529531529287,1.5319311197173855,-0.013922128903429925,-0.07320706369151504,3,5
imbalanced,thalesian_cunei400m,tier0,mean,9,log,3,0.14353199435486438,0.007028789133823966,-0.08304316681818942,0.13221289550490703,0.30006383481050863,0.04832143620460169,2.508575037277341,2.405997883361663,0.006835291642150232,-0.08327792112994074,3,5
imbalanced,thalesian_cunei400m,tier0,mean,9,log,5,0.21241472788620142,0.06635661075283476,-0.25667320244177677,0.21148653938930018,0.3353465908321642,0.020256451937020647,2.78724460895026,2.5116769040112,-0.0014512359068383541,-0.0863946489060549,3,5
imbalanced,thalesian_cunei400m,tier0,mean,10,raw,1,0.4346994888348356,0.3425209726359223,0.10668110461898066,0.15029894754235007,74.2723796902411,9.740092018207747,1.3460754219486868,6.014425628684961,-0.015456252377857888,-0.057086435899996735,3,5
imbalanced,thalesian_cunei400m,tier0,mean,10,raw,2,0.45602507388833463,0.25380257212396784,0.09877908210454056,0.1117538935670705,75.63163275959782,7.930340172522281,1.3709706643834172,6.5793901685501845,0.019524586339242016,-0.09397011410477536,3,5
imbalanced,thalesian_cunei400m,tier0,mean,10,raw,3,0.4277236814638554,0.24141116173512236,0.10158482645539439,0.11803544598188792,79.10901330652788,8.03331981792921,1.434857494879721,6.993122199507842,0.006603630618896479,-0.1388759216688821,3,5
imbalanced,thalesian_cunei400m,tier0,mean,10,raw,5,0.3846377633822524,0.20102528930793964,0.0017732348706162397,0.1353191673849724,85.12880336423375,6.246528173693899,1.5451203637051831,7.286329807960439,0.025523022977347726,-0.14866825813491413,3,5
imbalanced,thalesian_cunei400m,tier0,mean,10,log,1,0.11307866295890467,0.08699060975642349,-0.0028501298066247274,0.03525075457826325,0.23421997299910394,0.0287226684588387,1.9663416823673892,1.8940995020444042,0.01100385622235122,-0.03973023321848723,3,5
imbalanced,thalesian_cunei400m,tier0,mean,10,log,2,0.4018479673798068,0.13986918038666069,0.004164836196308659,0.10194715991024733,0.24666702908025437,0.04370386805012181,2.0728968109433072,1.518390983951175,-0.01895526208500924,-0.07417561993926418,3,5
imbalanced,thalesian_cunei400m,tier0,mean,10,log,3,0.14869282917874294,0.018024733114770406,-0.09216783417272341,0.13562837656039234,0.29784677499050766,0.048785815012730306,2.489440038257364,2.36004831634192,0.0013866752379562048,-0.08405651591304057,3,5
imbalanced,thalesian_cunei400m,tier0,mean,10,log,5,0.18871663815669903,0.04959811172589014,-0.2764580815669489,0.2170752522988039,0.3405972756962032,0.025072029229149823,2.8328811351357785,2.535404285407034,-0.0015316839595018311,-0.08752151725740509,3,5
