entity_type,name,query,count,approx,index_used,target,century,short_name,error,abs_err,true,logc
historical_figure,Oswald Achenbach,Oswald Achenbach,1879,0,v4_olmo-mix-1124_llama,1905.0,1900,0,,10.045733181633523,1905.0,3.27415784926368
historical_figure,Friedrich Ratzel,Friedrich Ratzel,15770,0,v4_olmo-mix-1124_llama,1904.0,1900,0,,44.75175860324839,1904.0,4.197859231738088
historical_figure,Louis IX of France,Louis IX of France,44918,0,v4_olmo-mix-1124_llama,1270.0,1200,0,,143.49791998756473,1270.0,4.652430079305447
historical_figure,Alain de Lille,Alain de Lille,3976,0,v4_olmo-mix-1124_llama,1202.0,1200,0,,26.598782841213506,1202.0,3.59955559098598
historical_figure,Arnaut Daniel,Arnaut Daniel,7360,0,v4_olmo-mix-1124_llama,1210.0,1200,0,,54.85284461885408,1210.0,3.866936817731639
historical_figure,Jean Bodel,Jean Bodel,2157,0,v4_olmo-mix-1124_llama,1210.0,1200,0,,196.83094070687503,1210.0,3.334051440346892
historical_figure,Geoffrey of Villehardouin,Geoffrey of Villehardouin,3223,0,v4_olmo-mix-1124_llama,1210.0,1200,0,,136.7466392372371,1210.0,3.508395033133053
historical_figure,Gui de Cambrai,Gui de Cambrai,374,0,v4_olmo-mix-1124_llama,1248.0,1200,0,,190.44378144737743,1248.0,2.574031267727719
historical_figure,Emperor Xianzong of Western Xia,Emperor Xianzong of Western Xia,44,0,v4_olmo-mix-1124_llama,1226.0,1200,0,,110.20005909013298,1226.0,1.6532125137753437
historical_figure,Emperor Duzong of Song,Emperor Duzong of Song,72,0,v4_olmo-mix-1124_llama,1274.0,1200,0,,267.93502825836435,1274.0,1.863322860120456
historical_figure,Thomas Aquinas,Thomas Aquinas,1559786,0,v4_olmo-mix-1124_llama,1274.0,1200,0,,51.951294418288626,1274.0,6.193065296405457
historical_figure,Philip Hurepel,Philip Hurepel,236,0,v4_olmo-mix-1124_llama,1234.0,1200,0,,268.4605595965038,1234.0,2.374748346010104
historical_figure,"William II, Count of Flanders","William II, Count of Flanders",7,0,v4_olmo-mix-1124_llama,1251.0,1200,0,,202.64403260572522,1251.0,0.9030899869919435
historical_figure,Guan Hanqing,Guan Hanqing,3136,0,v4_olmo-mix-1124_llama,1298.0,1200,0,,215.19731057442755,1298.0,3.496514518697745
historical_figure,Alexios III Angelos,Alexios III Angelos,4963,0,v4_olmo-mix-1124_llama,1211.0,1200,0,,12.801380940210493,1211.0,3.695831772826692
historical_figure,John III Doukas Vatatzes,John III Doukas Vatatzes,2822,0,v4_olmo-mix-1124_llama,1254.0,1200,0,,56.195566832145005,1254.0,3.450710878146919
historical_figure,Theodore I Laskaris,Theodore I Laskaris,2758,0,v4_olmo-mix-1124_llama,1221.0,1200,0,,52.500134592987706,1221.0,3.4407517004791854
historical_figure,Karl Jónsson,Karl Jónsson,192,0,v4_olmo-mix-1124_llama,1213.0,1200,0,,221.6833422914708,1213.0,2.285557309007774
historical_figure,Henryk IV Probus,Henryk IV Probus,374,0,v4_olmo-mix-1124_llama,1290.0,1200,0,,38.450768861663164,1290.0,2.574031267727719
historical_figure,Hedwig of Silesia,Hedwig of Silesia,896,0,v4_olmo-mix-1124_llama,1243.0,1200,0,,22.78979980885765,1243.0,2.952792443044092
historical_figure,Albert of Riga,Albert of Riga,2317,0,v4_olmo-mix-1124_llama,1229.0,1200,0,,26.4074787793802,1229.0,3.3651134316275773
historical_figure,"Henry XIII, Duke of Bavaria","Henry XIII, Duke of Bavaria",74,0,v4_olmo-mix-1124_llama,1290.0,1200,0,,216.91127413462095,1290.0,1.8750612633917
historical_figure,Gertrude of Merania,Gertrude of Merania,631,0,v4_olmo-mix-1124_llama,1213.0,1200,0,,153.73470876746273,1213.0,2.800717078282385
historical_figure,Manuel Maurozomes,Manuel Maurozomes,193,0,v4_olmo-mix-1124_llama,1230.0,1200,0,,227.98926769798527,1230.0,2.287801729930226
historical_figure,Theodoric I,Theodoric I,8612,0,v4_olmo-mix-1124_llama,1221.0,1200,0,,644.0318138890622,1221.0,3.9351544472161684
