family,arm,cleaning,layer,spearman_mean,spearman_std
qwen3_32b,base,maximal,19,0.3058330580510238,0.0826686889849514
qwen3_32b,base,maximal,20,0.308159542271269,0.0830270260455982
qwen3_32b,base,maximal,21,0.3089922785549382,0.0841173295214856
qwen3_32b,base,maximal,22,0.3074521131617482,0.0850196065539525
qwen3_32b,base,maximal,23,0.3083261182525226,0.0848075030283045
qwen3_32b,base,maximal,24,0.3053568973237606,0.084888029165372
qwen3_32b,base,maximal,25,0.297324911743499,0.0852239739929338
qwen3_32b,base,maximal,26,0.3011009631522936,0.0847414979096218
qwen3_32b,base,maximal,27,0.3053794871042287,0.0814371569489866
qwen3_32b,base,maximal,28,0.2939400961619399,0.0806510256971928
qwen3_32b,base,maximal,29,0.2953740837965142,0.0785335729258195
qwen3_32b,base,maximal,30,0.2923280465425694,0.0772346257208668
qwen3_32b,base,maximal,31,0.2923089075176225,0.0777213436903115
qwen3_32b,base,maximal,32,0.2956633053612163,0.0781796483639633
qwen3_32b,base,maximal,33,0.2770914507436557,0.0785506115712875
qwen3_32b,base,maximal,34,0.2726346868679363,0.0779722349463639
qwen3_32b,base,maximal,35,0.2738129714054571,0.07901828814986
qwen3_32b,base,maximal,36,0.2858472119985686,0.0787539962521056
qwen3_32b,base,maximal,37,0.2953544435466714,0.0782211718430067
qwen3_32b,base,maximal,38,0.3014018921055513,0.078090870663637
qwen3_32b,base,maximal,39,0.294326970644259,0.0803961768116466
qwen3_32b,base,maximal,40,0.2924310702749323,0.0811208111483716
qwen3_32b,base,maximal,41,0.2929398690463802,0.080494125585043
qwen3_32b,base,maximal,42,0.2772263736286857,0.0831037831241594
qwen3_32b,base,maximal,43,0.2645668897643952,0.0822644932346634
qwen3_32b,base,maximal,44,0.2560585306226537,0.0812472551309271
qwen3_32b,base,maximal,45,0.2397632138310104,0.0834075075990171
qwen3_32b,base,maximal,46,0.2332273502976213,0.0850221883419473
qwen3_32b,base,maximal,47,0.2398122985710658,0.0842248010643908
qwen3_32b,base,maximal,48,0.2519529170277366,0.0819422401453855
qwen3_32b,base,maximal,49,0.263169547695573,0.0811041833804264
qwen3_32b,base,maximal,50,0.2430640457717827,0.0837234782372072
qwen3_32b,base,maximal,51,0.2675898777150223,0.0820995127130749
qwen3_32b,base,maximal,52,0.2603448620460287,0.079816453905657
qwen3_32b,base,maximal,53,0.271169381783649,0.0810367499677681
qwen3_32b,base,maximal,54,0.2861246310130848,0.0764464564537231
qwen3_32b,base,maximal,55,0.2836159217433316,0.074321084289725
qwen3_32b,base,maximal,56,0.279981003932767,0.0741165640575193
qwen3_32b,base,maximal,57,0.2550919932297019,0.0740345485630682
qwen3_32b,base,maximal,58,0.2519779824261344,0.0724114577440863
qwen3_32b,base,maximal,59,0.2508795875800966,0.0717199779527049
qwen3_32b,base,maximal,60,0.2461553704544601,0.0718331757815305
qwen3_32b,base,maximal,61,0.2563300279620799,0.0706961888770996
qwen3_32b,base,maximal,62,0.2504776069577833,0.068930890903505
qwen3_32b,base,maximal,63,0.2379494624843062,0.0711347104217363
qwen3_32b,base,maximal,64,0.2228212044348515,0.0735125492520984
qwen3_32b,base,tier0,0,0.3339257359645447,0.2451573135723125
qwen3_32b,base,tier0,1,0.3718078302996683,0.2752407960519559
qwen3_32b,base,tier0,2,0.3968278242125113,0.3014816519654617
qwen3_32b,base,tier0,3,0.4171537926486179,0.3063063167419597
qwen3_32b,base,tier0,4,0.4298862848364352,0.306398016541752
qwen3_32b,base,tier0,5,0.4330711191651805,0.3113392398612752
qwen3_32b,base,tier0,6,0.4298244280361356,0.3104185491839398
qwen3_32b,base,tier0,7,0.1724240609660012,0.2097517078124243
qwen3_32b,base,tier0,8,0.1516188462166058,0.1967207817678331
qwen3_32b,base,tier0,9,0.1453212003468294,0.1926527193448912
qwen3_32b,base,tier0,10,0.1505620822786109,0.1936985088705098
qwen3_32b,base,tier0,11,0.1591011870708136,0.1979000043040319
qwen3_32b,base,tier0,12,0.1588200607639258,0.1975329583447654
qwen3_32b,base,tier0,13,0.1594791500898091,0.1974370331425542
qwen3_32b,base,tier0,14,0.1661538520203395,0.1985533332700303
qwen3_32b,base,tier0,15,0.1685468756737845,0.1988011311842406
qwen3_32b,base,tier0,16,0.1718684824102912,0.2024931918697169
qwen3_32b,base,tier0,17,0.1728215711254519,0.2041301506620302
qwen3_32b,base,tier0,18,0.1736397693110104,0.2041318793235049
qwen3_32b,base,tier0,19,0.1721807716312946,0.2029882237505695
qwen3_32b,base,tier0,20,0.1737546388683471,0.2040273916737817
qwen3_32b,base,tier0,21,0.1748152100230527,0.2064687763505329
qwen3_32b,base,tier0,22,0.1716746459127285,0.2020763564881549
qwen3_32b,base,tier0,23,0.1680445486493408,0.1992707643163081
qwen3_32b,base,tier0,24,0.1691803270972619,0.2023289228005596
qwen3_32b,base,tier0,25,0.1682175025165958,0.2017376849155771
qwen3_32b,base,tier0,26,0.1707428510941843,0.1904581658944196
qwen3_32b,base,tier0,27,0.1609289703675415,0.1715615284332375
qwen3_32b,base,tier0,28,0.1676061520762367,0.1785162805947893
qwen3_32b,base,tier0,29,0.1648283190922261,0.1771930145757868
qwen3_32b,base,tier0,30,0.1662834818941738,0.1782081878983652
qwen3_32b,base,tier0,31,0.1619577532889662,0.1745083884785816
qwen3_32b,base,tier0,32,0.1506166808662988,0.1642762225501081
qwen3_32b,base,tier0,33,0.1541061796631626,0.153475124412389
qwen3_32b,base,tier0,34,0.1520875219942006,0.1542023515419214
qwen3_32b,base,tier0,35,0.1526423750518709,0.1539344357898676
qwen3_32b,base,tier0,36,0.1520220526762118,0.1520314241648314
qwen3_32b,base,tier0,37,0.1557006703006718,0.1544063939710235
qwen3_32b,base,tier0,38,0.1570404590096952,0.1574737025399008
qwen3_32b,base,tier0,39,0.151626250033606,0.1563209623911299
qwen3_32b,base,tier0,40,0.1540114169591819,0.1587536505435087
qwen3_32b,base,tier0,41,0.149835486588303,0.15788629400732
qwen3_32b,base,tier0,42,0.158299455142228,0.1654397576571795
qwen3_32b,base,tier0,43,0.163495995540523,0.1700763050336224
qwen3_32b,base,tier0,44,0.1662960482547096,0.1848487911292542
qwen3_32b,base,tier0,45,0.1637522820611222,0.1851384037733305
qwen3_32b,base,tier0,46,0.1693453413767061,0.1946230038147598
qwen3_32b,base,tier0,47,0.1669515606515476,0.1944563684365829
qwen3_32b,base,tier0,48,0.158259649051887,0.1911121967413502
qwen3_32b,base,tier0,49,0.1689781813740886,0.1956268703268269
qwen3_32b,base,tier0,50,0.1643076155502287,0.1868288817080523
qwen3_32b,base,tier0,51,0.1744439382415186,0.1914219716894824
qwen3_32b,base,tier0,52,0.1880854482205366,0.2075212647642513
qwen3_32b,base,tier0,53,0.1957770103347841,0.2043721749406528
qwen3_32b,base,tier0,54,0.2061786001598092,0.2056018988262902
qwen3_32b,base,tier0,55,0.2232323748401472,0.2117044242184387
qwen3_32b,base,tier0,56,0.2364600408318685,0.2229384320374353
qwen3_32b,base,tier0,57,0.2581005345615743,0.2193759229779169
qwen3_32b,base,tier0,58,0.2666068027008175,0.2238880183771665
qwen3_32b,base,tier0,59,0.2849465258889704,0.2413973992923493
qwen3_32b,base,tier0,60,0.288999586443724,0.2507608437426468
qwen3_32b,base,tier0,61,0.3105899041995001,0.2666724893417269
qwen3_32b,base,tier0,62,0.3154598879669754,0.2821620386053006
qwen3_32b,base,tier0,63,0.3173109343440973,0.3116589861849813
qwen3_32b,base,tier0,64,0.1939627362498932,0.2011054983929774
qwen3_8b,base,maximal,0,0.2824616957136548,0.0675162551531625
qwen3_8b,base,maximal,1,0.2614194647978397,0.0730423797166839
qwen3_8b,base,maximal,2,0.2929801687187143,0.0697280001293845
qwen3_8b,base,maximal,3,0.2831218771894741,0.070703802488228
qwen3_8b,base,maximal,4,0.2828956951405144,0.0728343480622749
qwen3_8b,base,maximal,5,0.2852200693153828,0.0745283709126856
qwen3_8b,base,maximal,6,0.3042579807946138,0.0713553838855459
qwen3_8b,base,maximal,7,0.3157902110401732,0.0870553894641475
qwen3_8b,base,maximal,8,0.319620704066638,0.0851493052812577
qwen3_8b,base,maximal,9,0.3115398802389875,0.0850647296078535
qwen3_8b,base,maximal,10,0.3066373851189207,0.0902330503282467
qwen3_8b,base,maximal,11,0.3155806106719075,0.08919385038504
qwen3_8b,base,maximal,12,0.3096480287471322,0.0845859925474097
qwen3_8b,base,maximal,13,0.3261013573736174,0.0836558247630255
qwen3_8b,base,maximal,14,0.3373889506636087,0.0852250297502238
qwen3_8b,base,maximal,15,0.3595087845237198,0.0854729448587107
qwen3_8b,base,maximal,16,0.3632999439650441,0.0841488480991636
qwen3_8b,base,maximal,17,0.3521206799566062,0.0858270933256101
qwen3_8b,base,maximal,18,0.3396081013087979,0.0855515007449758
qwen3_8b,base,maximal,19,0.3243656908626414,0.0836548227584006
qwen3_8b,base,maximal,20,0.3119878754541983,0.0859620753317174
qwen3_8b,base,maximal,21,0.3103234982486543,0.08418227192517
qwen3_8b,base,maximal,22,0.2773887458510379,0.0862127680316519
qwen3_8b,base,maximal,23,0.2805670480172855,0.0870804755604419
qwen3_8b,base,maximal,24,0.2882868288793285,0.0855834812844393
qwen3_8b,base,maximal,25,0.3112727194497102,0.0781923791916173
qwen3_8b,base,maximal,26,0.2994469105725887,0.0758644593925159
qwen3_8b,base,maximal,27,0.2965370298890126,0.0739287716168783
qwen3_8b,base,maximal,28,0.3033862180300447,0.0708749587663262
qwen3_8b,base,maximal,29,0.3015697096003012,0.0701894056536727
qwen3_8b,base,maximal,30,0.300772253226697,0.0718325346973627
qwen3_8b,base,maximal,31,0.2948860956373053,0.0700712711561424
qwen3_8b,base,maximal,32,0.2939759976735749,0.0700669307006118
qwen3_8b,base,maximal,33,0.2923945041962297,0.0691049512479988
qwen3_8b,base,maximal,34,0.2824485052342452,0.0704937814286147
qwen3_8b,base,maximal,35,0.2663172680882605,0.0738227643439278
qwen3_8b,base,maximal,36,0.2380871031247345,0.0746097883885574
qwen3_8b,base,tier0,0,0.3501030173297574,0.2472389022798066
qwen3_8b,base,tier0,1,0.3845400662169653,0.2711037624875808
qwen3_8b,base,tier0,2,0.4147628465778399,0.2966339128721988
qwen3_8b,base,tier0,3,0.4197935232720908,0.314973056729323
qwen3_8b,base,tier0,4,0.4120572611500039,0.3209453785767174
qwen3_8b,base,tier0,5,0.4105167486352165,0.3050833311119715
qwen3_8b,base,tier0,6,0.4060610690557622,0.3014114599150255
qwen3_8b,base,tier0,7,0.1762801061506671,0.209284149953474
qwen3_8b,base,tier0,8,0.1715298692880993,0.2105778417083356
qwen3_8b,base,tier0,9,0.1557609633438185,0.1956600478478479
qwen3_8b,base,tier0,10,0.1310215697586063,0.1616691281098838
qwen3_8b,base,tier0,11,0.1176789909473193,0.1573809595941112
qwen3_8b,base,tier0,12,0.1195192222505544,0.1594943853070599
qwen3_8b,base,tier0,13,0.1165123609818393,0.1523575257511841
qwen3_8b,base,tier0,14,0.1217807581377724,0.1511070361583614
qwen3_8b,base,tier0,15,0.1317321791030889,0.1525508795449584
qwen3_8b,base,tier0,16,0.1318753922825545,0.1508979486787985
qwen3_8b,base,tier0,17,0.12874765276306,0.1441477590240078
qwen3_8b,base,tier0,18,0.1358676144948825,0.1479562137040349
qwen3_8b,base,tier0,19,0.1370203616316547,0.1487176085874798
qwen3_8b,base,tier0,20,0.140796793744289,0.1545294603733271
qwen3_8b,base,tier0,21,0.1499094732229459,0.1569702228139307
qwen3_8b,base,tier0,22,0.1521137780486584,0.1548953694506282
qwen3_8b,base,tier0,23,0.1612944051600142,0.1675802523001487
qwen3_8b,base,tier0,24,0.1952395777769645,0.1758369431125586
qwen3_8b,base,tier0,25,0.2043539413803546,0.1706787953520298
qwen3_8b,base,tier0,26,0.2198967930946225,0.1752158589850072
qwen3_8b,base,tier0,27,0.22027801292605,0.1622369422191996
qwen3_8b,base,tier0,28,0.2250944598720307,0.1579403394951093
qwen3_8b,base,tier0,29,0.238503274158176,0.1516507205962978
qwen3_8b,base,tier0,30,0.2430037063984951,0.1502533721454032
qwen3_8b,base,tier0,31,0.2432773574957893,0.1248647571333872
qwen3_8b,base,tier0,32,0.2514636587809438,0.1353277863106209
qwen3_8b,base,tier0,33,0.2506734659316654,0.1449343058182857
qwen3_8b,base,tier0,34,0.2726203659464649,0.1792260297971098
qwen3_8b,base,tier0,35,0.2989223260694016,0.2369564071998507
qwen3_8b,base,tier0,36,0.2654415969411898,0.2584936764679132
qwen3_8b,ft00,maximal,0,0.28256460004902706,0.06746976965932976
qwen3_8b,ft00,maximal,1,0.26149140411314814,0.07327430959184564
qwen3_8b,ft00,maximal,2,0.29094992030918587,0.0699661005824633
qwen3_8b,ft00,maximal,3,0.28705635133630697,0.07007476755535003
qwen3_8b,ft00,maximal,4,0.28539935619305196,0.071786099061469
qwen3_8b,ft00,maximal,5,0.2913109759763618,0.07213162349542268
qwen3_8b,ft00,maximal,6,0.3160072408778313,0.06874405926968763
qwen3_8b,ft00,maximal,7,0.31950434958302437,0.08478795805709166
qwen3_8b,ft00,maximal,8,0.3179865845706818,0.08551612676722281
qwen3_8b,ft00,maximal,9,0.3194109877779883,0.0844969697269152
qwen3_8b,ft00,maximal,10,0.3198168380502747,0.08983118771313711
qwen3_8b,ft00,maximal,11,0.3304327526881471,0.088264401147113
qwen3_8b,ft00,maximal,12,0.3245210993423972,0.08620419747472251
qwen3_8b,ft00,maximal,13,0.3532112823356924,0.08460869607304604
qwen3_8b,ft00,maximal,14,0.3646273915168062,0.0816837273935562
qwen3_8b,ft00,maximal,15,0.36161863373751707,0.08713142407859913
qwen3_8b,ft00,maximal,16,0.3450778851900423,0.09114031226907857
qwen3_8b,ft00,maximal,17,0.32368620137847387,0.08854070964558539
qwen3_8b,ft00,maximal,18,0.32772887120563143,0.09157963494145765
qwen3_8b,ft00,maximal,19,0.314050910749039,0.09034871186957125
qwen3_8b,ft00,maximal,20,0.3046957938656598,0.08930539854391863
qwen3_8b,ft00,maximal,21,0.29030490770299466,0.08977429657942602
qwen3_8b,ft00,maximal,22,0.2546333950770548,0.09223610838933206
qwen3_8b,ft00,maximal,23,0.24587448609755236,0.090350608508682
qwen3_8b,ft00,maximal,24,0.2501719628182476,0.08493751700968037
qwen3_8b,ft00,maximal,25,0.28705104724010844,0.08413748998446433
qwen3_8b,ft00,maximal,26,0.27502402041799157,0.08213046286894937
qwen3_8b,ft00,maximal,27,0.2819810478908425,0.07918403052801656
qwen3_8b,ft00,maximal,28,0.2781266275757975,0.07708410380652463
qwen3_8b,ft00,maximal,29,0.2795013694629821,0.07486145693613776
qwen3_8b,ft00,maximal,30,0.2852968252085496,0.07212540935220603
qwen3_8b,ft00,maximal,31,0.2868509645375259,0.07100052214090939
qwen3_8b,ft00,maximal,32,0.2825509577005773,0.06925366226688295
qwen3_8b,ft00,maximal,33,0.28578323360975766,0.06923326945105643
qwen3_8b,ft00,maximal,34,0.28021356590232566,0.06985151474178002
qwen3_8b,ft00,maximal,35,0.2632770998106049,0.07135653490784187
qwen3_8b,ft00,maximal,36,0.2600707443025091,0.07023663118530368
qwen3_8b,ft00,tier0,0,0.34802794160451567,0.07141379950993064
qwen3_8b,ft00,tier0,1,0.3653582855379446,0.06818177315290591
qwen3_8b,ft00,tier0,2,0.353733461524084,0.06694733195503319
qwen3_8b,ft00,tier0,3,0.35954867305063004,0.06967129804824634
qwen3_8b,ft00,tier0,4,0.3333789663551229,0.07432231089380381
qwen3_8b,ft00,tier0,5,0.31285301384982356,0.07292336520009371
qwen3_8b,ft00,tier0,6,0.321678294659122,0.06885387555547672
qwen3_8b,ft00,tier0,7,0.33297349744670024,0.07852352812227939
qwen3_8b,ft00,tier0,8,0.3438121826552086,0.07785356944843454
qwen3_8b,ft00,tier0,9,0.3236305420327142,0.07575000463971587
qwen3_8b,ft00,tier0,10,0.3401454093340918,0.07679519600284358
qwen3_8b,ft00,tier0,11,0.3309308614539245,0.07934126414182746
qwen3_8b,ft00,tier0,12,0.330213963831618,0.08165034871431938
qwen3_8b,ft00,tier0,13,0.33864083032076664,0.0850328467449912
qwen3_8b,ft00,tier0,14,0.34138950621711417,0.08514322365854932
qwen3_8b,ft00,tier0,15,0.37572600895740366,0.09136932037401241
qwen3_8b,ft00,tier0,16,0.3516239986225549,0.09084560372432142
qwen3_8b,ft00,tier0,17,0.34005115468341857,0.09372784833089572
qwen3_8b,ft00,tier0,18,0.3450102828022061,0.09595705917700263
qwen3_8b,ft00,tier0,19,0.3440999780565002,0.09774974533658627
qwen3_8b,ft00,tier0,20,0.33231555187357076,0.10048667230468486
qwen3_8b,ft00,tier0,21,0.32806721436320385,0.09811311022768966
qwen3_8b,ft00,tier0,22,0.33945598590165493,0.09408973503103062
qwen3_8b,ft00,tier0,23,0.337123321337412,0.09483327845256151
qwen3_8b,ft00,tier0,24,0.36151353518051965,0.08879016839976707
qwen3_8b,ft00,tier0,25,0.3506508407361204,0.08042209957717704
qwen3_8b,ft00,tier0,26,0.3612264702610577,0.07969937602698017
qwen3_8b,ft00,tier0,27,0.3446184130948701,0.07704973236005071
qwen3_8b,ft00,tier0,28,0.33991291946087665,0.07365043995365114
qwen3_8b,ft00,tier0,29,0.3364757024567809,0.07330942657265929
qwen3_8b,ft00,tier0,30,0.3448564820644465,0.07065417468559741
qwen3_8b,ft00,tier0,31,0.3470127498948994,0.07123568421744893
qwen3_8b,ft00,tier0,32,0.34494160762016945,0.06854023427428534
qwen3_8b,ft00,tier0,33,0.33777126837894267,0.06751732758323402
qwen3_8b,ft00,tier0,34,0.34973638085693265,0.06526685133138382
qwen3_8b,ft00,tier0,35,0.3557783444715464,0.0665724889367176
qwen3_8b,ft00,tier0,36,0.30977109721882096,0.06974909646848684
qwen3_8b,ft12,maximal,0,0.28246716041267994,0.0675398788098011
qwen3_8b,ft12,maximal,1,0.26138422695602936,0.07307333020985915
qwen3_8b,ft12,maximal,2,0.2930530656396477,0.0696675740658368
qwen3_8b,ft12,maximal,3,0.2831790073753519,0.07063727379412577
qwen3_8b,ft12,maximal,4,0.28288930126212253,0.07266773678879548
qwen3_8b,ft12,maximal,5,0.28495433153010574,0.07438394360602459
qwen3_8b,ft12,maximal,6,0.3039005398060544,0.07135332188758274
qwen3_8b,ft12,maximal,7,0.31549046409358555,0.08691984717217313
qwen3_8b,ft12,maximal,8,0.3194118721019699,0.08531848783044235
qwen3_8b,ft12,maximal,9,0.31106815373367136,0.08508595247079466
qwen3_8b,ft12,maximal,10,0.306318750990961,0.09008097280264908
qwen3_8b,ft12,maximal,11,0.3152610527303152,0.08883915320887124
qwen3_8b,ft12,maximal,12,0.3093001765594929,0.08444551453930553
qwen3_8b,ft12,maximal,13,0.32558188771709207,0.08373889419841979
qwen3_8b,ft12,maximal,14,0.33891188149333173,0.08523249180472403
qwen3_8b,ft12,maximal,15,0.357010089852639,0.086529463218127
qwen3_8b,ft12,maximal,16,0.358211482443384,0.08532589730112677
qwen3_8b,ft12,maximal,17,0.3547176696269685,0.08609092179222348
qwen3_8b,ft12,maximal,18,0.33712062566235323,0.08602430409567814
qwen3_8b,ft12,maximal,19,0.3295327127370487,0.08633889006373634
qwen3_8b,ft12,maximal,20,0.3098055851114954,0.08700011867887102
qwen3_8b,ft12,maximal,21,0.3095926267995881,0.08528519984181258
qwen3_8b,ft12,maximal,22,0.2790404700602078,0.08793697558661741
qwen3_8b,ft12,maximal,23,0.2796036029571784,0.08956400151040465
qwen3_8b,ft12,maximal,24,0.2951166023101446,0.08432952659188168
qwen3_8b,ft12,maximal,25,0.30902707471236446,0.08072211893609021
qwen3_8b,ft12,maximal,26,0.2925056004121254,0.07710417721014227
qwen3_8b,ft12,maximal,27,0.29423168942902855,0.07966098194724085
qwen3_8b,ft12,maximal,28,0.298781576378071,0.07604104817717616
qwen3_8b,ft12,maximal,29,0.2995561924548791,0.07490584109506367
qwen3_8b,ft12,maximal,30,0.3025966313509531,0.07246858890635909
qwen3_8b,ft12,maximal,31,0.3148992440924588,0.07294218569012709
qwen3_8b,ft12,maximal,32,0.31054135022387397,0.0731861890162752
qwen3_8b,ft12,maximal,33,0.3069442646302618,0.07319317610602774
qwen3_8b,ft12,maximal,34,0.3045980169618886,0.07563709176946473
qwen3_8b,ft12,maximal,35,0.27892318242812775,0.08135211947516226
qwen3_8b,ft12,maximal,36,0.24799848475932898,0.08247555189798643
qwen3_8b,ft12,tier0,0,0.3479950373139158,0.07140466855046944
qwen3_8b,ft12,tier0,1,0.365399448765135,0.06821907368917289
qwen3_8b,ft12,tier0,2,0.3543104334133014,0.06665727959906245
qwen3_8b,ft12,tier0,3,0.3651340607550769,0.06950791870352718
qwen3_8b,ft12,tier0,4,0.3403886160051872,0.07245817194573122
qwen3_8b,ft12,tier0,5,0.31828143910534196,0.07414022360816712
qwen3_8b,ft12,tier0,6,0.32316975909241236,0.06759184744903861
qwen3_8b,ft12,tier0,7,0.3421667846114701,0.07903581348716407
qwen3_8b,ft12,tier0,8,0.3622466419592962,0.07865441981090791
qwen3_8b,ft12,tier0,9,0.3510373440686829,0.07780498897977899
qwen3_8b,ft12,tier0,10,0.3454720897868699,0.07526090409241515
qwen3_8b,ft12,tier0,11,0.3197518020388227,0.07917703196801129
qwen3_8b,ft12,tier0,12,0.3143137295977772,0.08141708266322732
qwen3_8b,ft12,tier0,13,0.30668897768184405,0.08544276615556966
qwen3_8b,ft12,tier0,14,0.31152784741612455,0.08666406140989455
qwen3_8b,ft12,tier0,15,0.32756627589556897,0.08892343408876137
qwen3_8b,ft12,tier0,16,0.3189197711659301,0.08813559675923476
qwen3_8b,ft12,tier0,17,0.2981491840279682,0.09160365364867303
qwen3_8b,ft12,tier0,18,0.31559503816250134,0.09402711892140588
qwen3_8b,ft12,tier0,19,0.29909700263179323,0.09395892284148148
qwen3_8b,ft12,tier0,20,0.2872841047113691,0.09454939294503557
qwen3_8b,ft12,tier0,21,0.2852292501338112,0.09879562796350613
qwen3_8b,ft12,tier0,22,0.3022291671524445,0.09490549702451584
qwen3_8b,ft12,tier0,23,0.2984337769690429,0.09436917857524378
qwen3_8b,ft12,tier0,24,0.34233933840470016,0.08575760940961703
qwen3_8b,ft12,tier0,25,0.3359073385574093,0.07847199620011017
qwen3_8b,ft12,tier0,26,0.34869690744493925,0.07532667968818044
qwen3_8b,ft12,tier0,27,0.3384150589776704,0.071856035161178
qwen3_8b,ft12,tier0,28,0.33057958463970366,0.0684245271686482
qwen3_8b,ft12,tier0,29,0.3165174287083375,0.06805160450005913
qwen3_8b,ft12,tier0,30,0.31311809741851904,0.06930013610327128
qwen3_8b,ft12,tier0,31,0.3087194104563037,0.0683742868005204
qwen3_8b,ft12,tier0,32,0.3027228976409809,0.06659187815342699
qwen3_8b,ft12,tier0,33,0.2945499708026266,0.06616073307063462
qwen3_8b,ft12,tier0,34,0.31512823594070455,0.06272702476381771
qwen3_8b,ft12,tier0,35,0.3194726043234214,0.06340327841162091
qwen3_8b,ft12,tier0,36,0.2982244667309159,0.06818601323702642
qwen3_8b,ft24,maximal,0,0.28246716041267994,0.0675398788098011
qwen3_8b,ft24,maximal,1,0.26138422695602936,0.07307333020985915
qwen3_8b,ft24,maximal,2,0.2930530656396477,0.0696675740658368
qwen3_8b,ft24,maximal,3,0.2831790073753519,0.07063727379412577
qwen3_8b,ft24,maximal,4,0.28288930126212253,0.07266773678879548
qwen3_8b,ft24,maximal,5,0.28495433153010574,0.07438394360602459
qwen3_8b,ft24,maximal,6,0.3039005398060544,0.07135332188758274
qwen3_8b,ft24,maximal,7,0.31549046409358555,0.08691984717217313
qwen3_8b,ft24,maximal,8,0.3194118721019699,0.08531848783044235
qwen3_8b,ft24,maximal,9,0.31106815373367136,0.08508595247079466
qwen3_8b,ft24,maximal,10,0.306318750990961,0.09008097280264908
qwen3_8b,ft24,maximal,11,0.3152610527303152,0.08883915320887124
qwen3_8b,ft24,maximal,12,0.3093001765594929,0.08444551453930553
qwen3_8b,ft24,maximal,13,0.32559352094903127,0.08374872048382218
qwen3_8b,ft24,maximal,14,0.3375887972042757,0.08457342224585655
qwen3_8b,ft24,maximal,15,0.3592588724967976,0.08562649299348858
qwen3_8b,ft24,maximal,16,0.3634846188565477,0.08409275892424312
qwen3_8b,ft24,maximal,17,0.35190984042436185,0.08607258558649221
qwen3_8b,ft24,maximal,18,0.33913412756829314,0.08548955562500062
qwen3_8b,ft24,maximal,19,0.32380106907757145,0.08368172462212949
qwen3_8b,ft24,maximal,20,0.31094296528778664,0.08585583518603487
qwen3_8b,ft24,maximal,21,0.30952797937280807,0.08447034116171477
qwen3_8b,ft24,maximal,22,0.2765380506636166,0.08636247749790578
qwen3_8b,ft24,maximal,23,0.2796200816791602,0.08636928393697532
qwen3_8b,ft24,maximal,24,0.2878255799805443,0.0853216505342448
qwen3_8b,ft24,maximal,25,0.3087477292431531,0.07773330533365094
qwen3_8b,ft24,maximal,26,0.2981450647375679,0.07564908413109163
qwen3_8b,ft24,maximal,27,0.293210818661148,0.07446205615557352
qwen3_8b,ft24,maximal,28,0.3011489911520031,0.07140108960025304
qwen3_8b,ft24,maximal,29,0.29853307192514555,0.07091801609366812
qwen3_8b,ft24,maximal,30,0.2985288308666588,0.07094116188094571
qwen3_8b,ft24,maximal,31,0.2949093276784257,0.07063353052184404
qwen3_8b,ft24,maximal,32,0.2919724368413005,0.0694001859671437
qwen3_8b,ft24,maximal,33,0.29155788888512957,0.06872325090039456
qwen3_8b,ft24,maximal,34,0.286542813750626,0.06997215100811043
qwen3_8b,ft24,maximal,35,0.2660421505815996,0.0743876653693802
qwen3_8b,ft24,maximal,36,0.24037481764702892,0.07525371757940784
qwen3_8b,ft24,tier0,0,0.3479950373139158,0.07140466855046944
qwen3_8b,ft24,tier0,1,0.365399448765135,0.06821907368917289
qwen3_8b,ft24,tier0,2,0.3543104334133014,0.06665727959906245
qwen3_8b,ft24,tier0,3,0.3651340607550769,0.06950791870352718
qwen3_8b,ft24,tier0,4,0.3403886160051872,0.07245817194573122
qwen3_8b,ft24,tier0,5,0.31828143910534196,0.07414022360816712
qwen3_8b,ft24,tier0,6,0.32316975909241236,0.06759184744903861
qwen3_8b,ft24,tier0,7,0.3421667846114701,0.07903581348716407
qwen3_8b,ft24,tier0,8,0.3622466419592962,0.07865441981090791
qwen3_8b,ft24,tier0,9,0.3510373440686829,0.07780498897977899
qwen3_8b,ft24,tier0,10,0.3454720897868699,0.07526090409241515
qwen3_8b,ft24,tier0,11,0.3197518020388227,0.07917703196801129
qwen3_8b,ft24,tier0,12,0.3143137295977772,0.08141708266322732
qwen3_8b,ft24,tier0,13,0.3077276967778376,0.08572984895837704
qwen3_8b,ft24,tier0,14,0.31860122224026594,0.08700985651391746
qwen3_8b,ft24,tier0,15,0.33161178245981904,0.08812574135256275
qwen3_8b,ft24,tier0,16,0.3127048998610974,0.0907638378695839
qwen3_8b,ft24,tier0,17,0.2921014620877154,0.09178898082347162
qwen3_8b,ft24,tier0,18,0.32103368567192275,0.09285726749989441
qwen3_8b,ft24,tier0,19,0.31195279977680795,0.0911922958386888
qwen3_8b,ft24,tier0,20,0.2929253550425479,0.08980516493468231
qwen3_8b,ft24,tier0,21,0.3038222427808009,0.0932008747013476
qwen3_8b,ft24,tier0,22,0.3251276394087747,0.08936475655509217
qwen3_8b,ft24,tier0,23,0.3228988808435275,0.08824308888298316
qwen3_8b,ft24,tier0,24,0.3580993458728047,0.07805994594006066
qwen3_8b,ft24,tier0,25,0.3524535348983453,0.07469484149628104
qwen3_8b,ft24,tier0,26,0.36024229827685134,0.07272248679032747
qwen3_8b,ft24,tier0,27,0.3460269368563737,0.06961575602034557
qwen3_8b,ft24,tier0,28,0.3420276927316589,0.06825416982185294
